Alfa, Beta, Gamma, Alfa Rate, Beta Rate, Gamma Rate
-38.131695,86.513214,159.278,-4.0311813,-0.69236755,15.953064,
-39.03736,86.18936,163.37697,-4.0311813,-0.69236755,15.953064,
-39.492764,86.02196,165.57362,-4.0311813,-0.69236755,15.953064,
-39.665695,85.90702,166.74547,-0.81443787,-1.033783,7.183075,
-39.843296,85.76567,167.92091,-1.5077591,-0.46348572,6.729126,
-39.97557,85.497314,169.85893,0.22411346,-1.7166138,2.7580261,
-39.948917,85.376015,170.41174,0.22411346,-1.7166138,2.7580261,
-39.892834,85.265045,170.92426,0.12874603,-0.7953644,2.4108887,
-39.81792,85.162186,171.30095,0.12874603,-0.7953644,2.4108887,
-39.664043,84.97159,171.63937,0.12874603,-0.7953644,2.4108887,
-39.093212,84.40855,172.1636,1.0976791,-0.64086914,0.06866455,
-38.315292,83.843735,172.06873,0.82302094,-0.20599365,-0.12207031,
-37.973415,83.68399,171.78195,1.4562607,-2.4795532,-3.5629272,
-30.485195,82.883514,162.34616,1.4562607,-2.4795532,-3.5629272,
-10.479923,86.62384,105.6985,23.322105,3.686905,-29.155731,
-7.789591,87.69083,128.74654,5.524993,1.953125,41.431427,
-3.150557,89.52968,167.07137,0.9583235,0.4749298,11.829376,
-3.005367,89.58638,168.57152,0.5558729,0.23269653,6.30188,
-2.9176276,89.62834,169.67406,0.5558729,0.23269653,6.30188,
-2.7125447,89.71904,172.06633,0.32305717,0.0076293945,0.5607605,
-2.6125097,89.75388,172.97365,0.21767616,0.11062622,2.8266907,
-2.5857084,89.762825,173.25636,0.21767616,0.11062622,2.8266907,
-2.5541353,89.7698,173.44406,0.16897917,0.005722046,0.25558472,
-2.5079312,89.78941,173.93692,0.16897917,0.005722046,0.25558472,
-2.4461064,89.80633,174.45563,0.07647276,-0.19836426,-4.8179626,
-2.4516644,89.80877,174.53116,0.07647276,-0.19836426,-4.8179626,
-2.433139,89.813614,174.62105,-0.3735423,-0.29945374,-5.7678223,
-2.4311142,89.8047,174.41525,-0.3735423,-0.29945374,-5.7678223,
-2.4269733,89.807686,174.47844,-0.3735423,-0.29945374,-5.7678223,
-2.419108,89.811874,174.56311,-0.3735423,-0.29945374,-5.7678223,
-2.4256074,89.81491,174.65565,0.09983778,-0.15640259,-3.9024353,
-2.4318774,89.81249,174.6128,0.09983778,-0.15640259,-3.9024353,
-2.4407656,89.81829,174.76808,0.023424625,0.062942505,1.4762878,
-2.4431493,89.828156,175.0092,0.023424625,0.062942505,1.4762878,
-2.445654,89.83083,175.07176,0.023424625,0.062942505,1.4762878,
-2.4528165,89.83755,175.23462,0.039100647,-0.26893616,-6.2789917,
-2.4637864,89.843346,175.39378,0.089108944,0.5931854,13.446808,
-2.441579,89.82467,174.92148,0.09661913,-0.23269653,-5.6152344,
-2.4456558,89.827225,174.00536,-0.1885891,0.33187866,9.231567,
-2.4531739,89.83471,166.78226,-0.1885891,0.33187866,9.231567,
-2.457247,89.83157,169.1573,0.1975894,-0.21362305,0.5226135,
-2.4511542,89.84798,162.04721,-0.06264448,0.23460388,-68.84766,
-2.4249003,89.8273,159.81808,0.043809414,0.02861023,17.620087,
-2.4260397,89.82996,161.93611,0.043809414,0.02861023,17.620087,
-2.4163165,89.83765,167.81795,0.15246868,0.20599365,13.568878,
-2.4157147,89.82227,170.1934,-0.33050776,0.15068054,9.613037,
-2.419661,89.82563,171.81339,0.25582314,-0.024795532,1.9645691,
-2.4288504,89.813675,173.87434,-0.48947334,-0.415802,-7.762909,
-2.4332075,89.81079,174.09502,-0.13154745,0.48446655,11.817932,
-2.4239361,89.813995,174.22215,-0.13154745,0.48446655,11.817932,
-2.4226482,89.81671,174.49649,0.25320053,0.26130676,5.9509277,
-2.43031,89.81674,174.65826,0.0104904175,-0.015258789,-0.35476685,
-2.4333432,89.833015,175.0958,0.0104904175,-0.015258789,-0.35476685,
-2.4279041,89.83878,175.2184,-0.0975728,-0.12779236,-2.8266907,
-2.4266932,89.84583,175.37968,0.18322468,-0.16403198,-3.9749146,
-2.426813,89.825676,174.9051,0.08368492,-0.059127808,-1.5945435,
-2.4194005,89.80714,174.46413,-0.3376007,-0.2937317,-5.268097,
-2.4253197,89.8082,174.49622,0.1333952,0.2975464,6.526947,
-2.4237568,89.8158,174.67572,-0.1500845,0.1296997,3.3454895,
-2.4213655,89.822914,174.83835,-0.1500845,0.1296997,3.3454895,
-2.4124477,89.81667,174.67741,-0.1500845,0.1296997,3.3454895,
-2.416101,89.82724,174.95282,0.3272295,0.10108948,0.75912476,
-2.4043016,89.83009,174.99197,0.08422136,-0.17929077,-4.589081,
-2.4186819,89.82632,174.92392,0.22572279,0.2117157,4.722595,
-1.1376913,90.06353,131.93335,23.033901,4.7187805,-139.53209,
5.1509004,90.22959,103.19406,-6.6922903,-5.016327,55.62401,
15.1652,89.73048,75.77484,36.715984,8.584976,-98.199844,
25.08739,89.67011,53.160515,21.558762,0.26893616,-52.423477,
34.377144,89.742455,31.952122,13.996124,-0.39100647,-30.949116,
40.211033,89.81432,18.451954,13.996124,-0.39100647,-30.949116,
44.69692,89.84092,7.3034744,-0.118255615,0.0,2.3841858E-4,
45.81472,89.88049,3.366458,1.627922,0.118255615,-3.278911,
46.119694,89.904816,2.0049477,-0.8993149,-0.64468384,-1.6103983,
46.162697,89.91152,1.7185345,2.2792816,0.5455017,-2.0981133,
33.919487,89.96825,-2.4342465,-63.32493,7.7285767,-3438.091,
-0.014400815,90.087006,-12.8212385,-63.32493,7.7285767,-3438.091,
-25.074968,88.595695,95.510956,-63.32493,7.7285767,-3438.091,
-30.398632,87.75903,122.199486,-11.040688,-2.254486,53.152084,
-36.075172,86.47188,153.0596,-6.9417953,0.10681152,31.669617,
-37.772873,85.682,165.24565,-2.5730133,0.27656555,11.829376,
-37.978214,85.53931,166.80225,-1.7223358,-0.12207031,7.8048706,
-38.068565,85.46236,167.87737,-1.7223358,-0.12207031,7.8048706,
-34.33129,85.30814,166.98186,27.430534,1.8310547,-1.3084412,
-25.932554,85.80568,142.78613,27.430534,1.8310547,-1.3084412,
-17.487772,86.620056,118.349174,54.510117,8.665085,-123.47984,
6.0051036,89.670845,67.01097,48.243286,3.0403137,-97.8508,
28.225628,93.63562,23.523947,34.115314,4.087448,-59.659958,
30.383524,93.950226,19.285147,12.140274,0.32043457,-23.591995,
32.58375,94.25724,14.881916,12.140274,0.32043457,-23.591995,
35.242504,94.466385,9.554417,8.979797,-0.28038025,-16.464949,
38.53293,93.94406,1.7863681,3.2749176,1.1634827,-10.262251,
39.06642,93.68832,-0.77260274,-0.8659363,-2.1514893,-1.1394173,
39.13204,93.39704,-2.47649,0.6313324,-0.8773804,-0.7600188,
38.272728,92.92865,-2.9878829,-1.042366,-2.2468567,1.9232035,
35.319927,92.367805,-1.1157714,-1.042366,-2.2468567,1.9232035,
19.939966,92.01973,-5.2858033,-91.638565,-13.6528015,-275.58542,
10.177427,91.67677,1.1469637,-64.4772,8.733749,94.4978,
0.9266196,91.27987,13.2126045,-64.4772,8.733749,94.4978,
-30.499275,88.68096,116.55373,-27.590275,-5.077362,92.84973,
-33.25967,88.394394,125.43451,-16.740799,-0.4234314,52.690506,
-35.69139,88.13938,133.1928,-13.1073,1.9454956,46.360016,
-37.463245,88.00216,139.06326,-13.1073,1.9454956,46.360016,
-40.747055,87.721405,150.80293,-5.4826736,-1.0204315,26.046753,
-42.94604,87.55574,159.55838,-4.807472,-0.09918213,18.09311,
-44.966557,87.54189,170.02374,0.99754333,-2.5367737,4.8446655,
-45.18056,87.4777,172.33362,0.99754333,-2.5367737,4.8446655,
-45.29708,87.486755,173.21964,0.99754333,-2.5367737,4.8446655,
-45.27472,87.167404,174.11397,0.99754333,-2.5367737,4.8446655,
-45.225655,87.039505,174.44936,1.4190674,1.4839172,4.0245056,
-45.033585,86.934906,175.03284,1.4190674,1.4839172,4.0245056,
-44.5869,86.73922,175.43294,2.7427673,-2.6073456,-1.7852783,
-44.209663,86.672646,175.66934,0.95653534,-0.5245209,0.2593994,
-44.117226,86.7328,175.8702,0.95653534,-0.5245209,0.2593994,
-43.826164,86.74564,176.07733,-0.3452301,0.24795532,0.30517578,
-43.748283,86.78219,176.19,-0.3452301,0.24795532,0.30517578,
-43.42607,86.84071,176.35466,0.49877167,-0.9441376,-1.1405945,
-42.907345,86.860466,176.41476,1.3589859,0.13160706,0.22888184,
-42.417603,86.86074,176.42741,1.1043549,0.12779236,0.20599365,
-7.94486,88.241425,79.65546,56.49805,1.1672974,-96.41266,
30.85802,92.13104,25.343279,24.376392,-1.0280609,-29.672623,
38.22161,92.78781,14.2727165,12.172699,2.752304,-18.660545,
45.36675,93.691505,1.6615555,3.9024353,0.74386597,-9.190321,
46.245213,93.511116,-0.7043251,-1.2950897,-0.27656555,-2.3716688,
46.58817,93.059975,-2.1630223,0.22888184,1.001358,-1.6234517,
46.525795,93.090645,-2.2829626,0.22888184,1.001358,-1.6234517,
46.501316,93.07008,-2.366339,0.22888184,1.001358,-1.6234517,
46.082073,93.05748,-2.6531522,-0.37384033,0.43678284,-0.7120967,
45.916363,93.035355,-2.6910927,-0.49304962,-0.6504059,0.38981438,
45.61461,92.94107,-2.684594,-1.7318726,-0.76293945,0.46628714,
45.29398,92.81679,-2.6353025,0.03528595,-0.24604797,0.13685226,
45.24775,92.77142,-2.608312,0.03528595,-0.24604797,0.13685226,
45.151917,92.77242,-2.6343403,0.6351471,0.43296814,-0.44983625,
44.946312,92.85425,-2.7694986,0.538826,2.1400452,-2.1637678,
44.914703,92.95488,-2.8777933,1.9426346,2.9411316,-2.6304126,
44.12774,93.09345,-3.1318066,-1.7776489,-0.29182434,0.11193752,
44.0421,93.11543,-3.1664321,-1.7776489,-0.29182434,0.11193752,
43.97544,93.15543,-3.2173152,-2.0809174,-0.49972534,0.2782941,
43.89855,93.183914,-3.2580106,0.2632141,0.4711151,-0.46658516,
43.732826,93.20593,-3.3016157,0.3709793,1.3885498,-1.3998747,
43.672543,93.231316,-3.3360898,0.3709793,1.3885498,-1.3998747,
43.600327,93.27193,-3.3886487,0.3709793,1.3885498,-1.3998747,
40.242878,93.104576,-3.5318604,485.4336,80.94025,-115.60678,
20.989923,92.30305,-23.318327,0.0,0.0,0.0,
2.012238,91.21491,17.062042,0.0,0.0,0.0,
-19.205328,89.7789,84.8732,-29.604435,-1.5201569,92.552185,
-23.103132,89.442825,97.47626,-29.604435,-1.5201569,92.552185,
-35.025394,88.383415,137.69827,-10.334969,-1.7318726,38.56659,
-39.97704,87.59703,155.1725,-6.152153,-0.33950806,22.220612,
-40.9522,87.38189,158.64926,-6.152153,-0.33950806,22.220612,
-44.609676,86.78698,172.17625,-1.5573502,-0.1411438,5.428314,
-44.73456,86.72675,172.80562,-1.5573502,-0.1411438,5.428314,
-43.19299,85.58154,173.84453,4.3706894,-3.408432,-3.1051636,
-42.709076,85.39423,173.78491,4.3706894,-3.408432,-3.1051636,
-42.150105,85.18349,173.6082,4.3706894,-3.408432,-3.1051636,
-41.610954,85.02407,173.48018,4.3706894,-3.408432,-3.1051636,
-38.06147,84.71947,172.68872,8.530617,-1.121521,-3.7231445,
-36.772232,84.70787,172.38452,5.794525,-1.4724731,-3.6735535,
-26.924837,85.09193,153.7232,20.038605,7.791519,23.204803,
12.771612,87.97345,72.640045,39.78801,1.4724731,-72.37053,
19.072805,88.3785,60.230873,39.78801,1.4724731,-72.37053,
26.655922,88.81907,45.135323,39.78801,1.4724731,-72.37053,
47.218746,89.335724,3.5751555,-3.3416748,3.5800934,-6.394863,
46.71421,89.3545,3.082853,-2.360344,-0.44631958,-1.899004,
46.250923,89.279915,2.8707142,-2.9821396,-4.9533844,3.325522,
45.67057,88.80168,3.078781,-2.9821396,-4.9533844,3.325522,
39.292202,85.19232,6.013654,-3.8051605,2.2602081,-2.2929907,
38.48282,85.95075,5.158549,-3.8051605,2.2602081,-2.2929907,
37.876575,87.1807,3.6766863,0.17642975,2.1038055,-2.764821,
37.974327,87.56408,3.1787858,0.17642975,2.1038055,-2.764821,
34.870445,87.59893,4.0369854,-22.528648,-1.6746521,8.144617,
28.823452,87.50349,21.64016,-47.00041,1.4877319,151.5665,
9.74082,88.79889,-27.40914,-47.00041,1.4877319,151.5665,
-13.3048935,89.36038,3.9115527,-26.18742,-0.57792664,93.4782,
-20.930044,89.492165,19.757528,-15.697956,0.497818,167.58394,
-33.25085,89.61211,90.11326,-6.316185,0.31661987,89.380264,
-35.78624,89.44791,120.72092,-6.316185,0.31661987,89.380264,
-36.527233,89.35636,129.60617,-6.316185,0.31661987,89.380264,
-36.89176,89.2498,136.04865,-6.316185,0.31661987,89.380264,
-34.178555,88.94759,165.89864,0.3681183,2.2296906,18.26477,
-33.911716,88.956245,167.5598,0.3681183,2.2296906,18.26477,
-33.565517,88.928635,169.2009,0.3681183,2.2296906,18.26477,
-23.040369,88.54706,147.39452,21.397114,-0.7362366,-2.1591187,
-10.409997,88.18086,104.61736,35.719154,0.55503845,-102.03171,
-6.054306,88.14122,92.77517,35.719154,0.55503845,-102.03171,
4.3063645,88.171196,63.37586,35.719154,0.55503845,-102.03171,
-1.1231213,87.39539,103.446075,35.719154,0.55503845,-102.03171,
-4.2123375,87.06084,120.182236,-10.051548,-0.32424927,53.28369,
-7.308223,86.75085,137.07034,-4.7051907,-1.0070801,26.973724,
-8.087743,86.62276,141.2911,-4.7051907,-1.0070801,26.973724,
-5.6423907,86.43988,123.32825,-4.7051907,-1.0070801,26.973724,
36.01048,83.751144,17.848026,-23.266792,-4.4116974,22.313118,
2.1626747,81.826904,102.55719,-2.3294985,-1.750946,0.34713745,
-6.959851,82.94674,128.20087,-24.33908,1.5792847,42.430878,
-17.400381,82.500946,146.27032,-12.662888,-2.670288,45.98999,
5.577482,83.84483,82.61658,37.066593,-0.19264221,-86.2484,
4.858407,83.78384,82.74006,-24.971485,-2.4642944,70.91522,
-2.9312725,84.07157,107.45236,-24.971485,-2.4642944,70.91522,
-4.085732,86.959076,86.0711,-24.971485,-2.4642944,70.91522,
-5.0196705,88.389565,128.74968,-2.4204254,0.37384033,42.053223,
-5.5394897,88.38856,141.77472,-2.4204254,0.37384033,42.053223,
-5.8070107,88.33438,148.31653,0.0,0.0,0.0,
-5.230534,88.30202,150.43315,0.0,0.0,0.0,
-5.0095925,88.22957,154.39221,0.0,0.0,0.0,
-7.811577,88.251724,160.25084,-8.890748,-0.31471252,14.564514,
-8.140288,88.17308,161.33766,-8.890748,-0.31471252,14.564514,
-4.162659,87.853096,125.09657,9.415507,-1.0566711,-105.12924,
-5.739143,87.88694,126.74374,11.044502,1.4972687,-138.46207,
-1.0762246,88.12291,93.440704,-13.24898,-1.3084412,75.14,
-4.4182262,88.23164,107.860565,-13.24898,-1.3084412,75.14,
-7.453772,88.35703,118.810295,-10.042429,-0.6198883,54.50058,
-9.104074,88.48438,119.15658,-10.042429,-0.6198883,54.50058,
-8.908707,88.44939,124.76446,3.6973953,-0.31471252,27.24266,
5.9428906,88.073906,57.97923,23.843437,1.1901855,-78.39012,
-5.444148,88.36111,111.03787,23.843437,1.1901855,-78.39012,
-5.796182,88.364914,118.934746,23.843437,1.1901855,-78.39012,
-1.0497854,89.388794,55.122356,-3.6488028,1.0356903,-2.090454,
2.300735,89.32646,46.32863,-2.0096302,-2.1152496,23.766518,
-2.68895,89.293106,53.489994,-25.30849,2.3403168,-90.60192,
-7.358617,89.5033,55.896275,-25.30849,2.3403168,-90.60192,
-8.183734,89.64054,25.392176,-28.109669,4.3640137,-3481.2678,
-8.312472,89.92566,-4.0672317,21.930695,2.5501251,-2.3604631,
-3.2410073,89.9119,-3.213085,21.930695,2.5501251,-2.3604631,
4.202108,89.81468,-1.8911608,6.8604946,1.5277863,-1.3938248,
-0.12188508,89.27667,40.749767,-26.123672,1.3370514,-46.138763,
-4.9908824,89.15187,54.74529,-26.123672,1.3370514,-46.138763,
8.377243,88.387436,35.731846,34.646214,0.21743774,-48.531532,
-0.3433351,0.030581333,0.950624,-25.339008,1.6288757,123.19565,
-2.904984,88.645134,83.91529,21.325111,1.9359589,-94.57588,
4.963594,88.29472,57.290455,22.181034,-2.3975372,-48.563957,
-5.17452,89.0733,3.0033782,-97.11647,9.033203,-390.61475,
13.267838,91.13421,-11.754619,-9.219885,-4.590988,-875.7219,
17.007051,91.11751,-10.1450615,-9.219885,-4.590988,-875.7219,
3.8787315,90.69812,-8.746788,-9.219885,-4.590988,-875.7219,
-4.034424,89.53627,18.514267,-731.5209,62.223434,395.44534,
1.0230113,89.98615,14.672895,-731.5209,62.223434,395.44534,
23.073177,92.27461,6.542211,-731.5209,62.223434,395.44534,
29.037514,91.99809,8.049691,-731.5209,62.223434,395.44534,
7.5443635,92.21658,-24.152895,-96.12393,-0.53596497,-115.07094,
-1.0324507,91.99282,-32.718742,-96.12393,-0.53596497,-115.07094,
11.491273,91.57004,-0.47370163,-96.12393,-0.53596497,-115.07094,
-4.885278,90.86878,-1.6865563,-44.471504,-14.23645,-330.36948,
14.869299,92.866806,-9.745407,2.4514198,1.9130707,-1.4719963,
0.46237895,90.34939,41.48265,2.4514198,1.9130707,-1.4719963,
8.366217,90.50282,33.30635,2.4514198,1.9130707,-1.4719963,
14.253346,90.51648,27.678417,2.4514198,1.9130707,-1.4719963,
-8.52718,87.32102,112.21117,0.9174347,-1.832962,-20.352364,
-4.6825876,86.297485,101.47999,31.462908,-1.159668,-213.9759,
2.9189649,86.329666,74.83683,31.462908,-1.159668,-213.9759,
11.627106,86.72921,58.532246,31.462908,-1.159668,-213.9759,
-11.115909,86.980545,109.07566,-40.6726,-6.626129,92.824936,
18.717142,88.88678,44.59953,91.35187,8.272171,-196.04874,
11.374642,89.44272,37.374638,-1.8472075,-2.122879,30.265808,
-2.1671033,88.320755,54.94283,-1.8472075,-2.122879,30.265808,
-2.9250903,90.20407,59.66367,-1.8472075,-2.122879,30.265808,
-2.8648438,90.129524,75.25127,0.18811226,-0.6637573,90.49606,
-2.7490466,90.00863,104.23178,0.18811226,-0.6637573,90.49606,
-2.7852051,89.74453,107.159386,4.627168,-6.2351227,-405.87042,
-2.6535609,89.78316,86.770706,3.2561421,-2.620697,-78.42445,
-2.7047572,89.55184,82.71649,-7.7989697,-7.587433,2977.9814,
-2.5545497,89.76216,53.334484,-7.7989697,-7.587433,2977.9814,
-2.551533,89.7567,83.44832,-0.21350384,0.48446655,102.24342,
-2.554574,89.747604,101.012184,0.4556775,0.16784668,73.65608,
-2.5378556,89.725075,141.88486,0.061035156,-0.15258789,32.398224,
-2.535438,89.7119,152.98209,0.061035156,-0.15258789,32.398224,
-2.5217412,89.68099,169.89072,-0.07724762,0.02670288,2.8305054,
-2.5183992,89.684875,170.72403,-0.07724762,0.02670288,2.8305054,
-2.5896049,89.667305,171.74445,0.22256374,-0.37002563,-8.060455,
-2.5344524,89.68267,171.99403,-0.169456,0.09346008,2.7542114,
-2.5433147,89.685776,172.08167,1.7881393E-4,-0.22315979,-4.802704,
-2.5297053,89.684235,171.99483,1.7881393E-4,-0.22315979,-4.802704,
-2.5344067,89.683876,171.99535,1.7881393E-4,-0.22315979,-4.802704,
-2.532565,89.68419,171.9918,-0.3593564,-0.102996826,-0.93460083,
-2.5345242,89.6833,171.98424,0.20343065,-0.12207031,-3.665924,
-2.544157,89.696335,172.28214,-0.04518032,0.045776367,1.1405945,
-2.546797,89.68996,172.15132,0.29581785,-0.02861023,-1.5792847,
-2.539782,89.69956,172.3469,-0.49620867,0.024795532,1.6403198,
-2.5445638,89.70192,172.41109,-0.49620867,0.024795532,1.6403198,
-2.5474353,89.70895,172.56906,0.2310276,-0.15258789,-4.1999817,
-2.5555272,89.71291,172.67735,0.17052889,0.08201599,1.285553,
-2.5475032,89.70846,172.54999,-0.10830164,0.08201599,2.0217896,
-2.5566454,89.69245,170.28108,0.011444092,0.24414062,7.4386597,
-2.5353665,89.704254,171.25198,0.0461936,0.28038025,7.759094,
-2.544769,89.70713,171.51811,0.0461936,0.28038025,7.759094,
-2.5191717,89.71951,170.70654,0.0461936,0.28038025,7.759094,
6.776733,89.960335,-11.615242,18.013836,-1.1920929,16.335964,
15.024655,90.79023,-9.936782,18.013836,-1.1920929,16.335964,
17.256388,90.60028,-7.5187874,18.013836,-1.1920929,16.335964,
9.451575,89.40755,36.302998,-20.857573,-4.7512054,133.61072,
6.704547,89.28195,37.009857,-10.240436,2.2239685,229.11166,
0.50856304,89.93458,34.475098,-2.8776155,-0.5207062,130.76688,
-0.28076282,89.85348,70.96627,-2.0889192,-0.24414062,98.03581,
-0.82926136,89.80797,98.16481,-1.4896095,-0.2593994,78.99284,
-1.1133496,89.78572,112.09651,-1.4896095,-0.2593994,78.99284,
-1.32963,89.756325,122.30743,-1.4896095,-0.2593994,78.99284,
-1.4529566,89.74615,128.57504,-1.4896095,-0.2593994,78.99284,
-1.6023334,89.72949,135.84074,-1.4896095,-0.2593994,78.99284,
-2.115081,89.70112,121.1477,-1.4896095,-0.2593994,78.99284,
-2.567457,92.34678,-89.19201,-0.9050369,0.31661987,-52.963257,
-2.7766442,92.57781,-104.5722,-0.9050369,0.31661987,-52.963257,
-2.9507554,92.7728,-113.91829,-0.9050369,0.31661987,-52.963257,
-3.0096147,92.81877,-117.61642,-0.9050369,0.31661987,-52.963257,
-3.0241728,92.783195,-120.69136,-0.9050369,0.31661987,-52.963257,
-2.976485,92.34957,-117.95592,-0.9050369,0.31661987,-52.963257,
-0.9122893,90.62912,-73.19276,-0.1064986,-0.7343292,-69.93294,
-0.9669524,90.83977,-80.42089,-0.045493245,-0.1449585,-55.34935,
-1.2246658,92.0192,-99.63024,1.632005,-1.0032654,5.592346,
-1.8053609,92.71547,-111.81114,-1.4741123,1.41716,-19.102097,
-33.738293,94.9456,-156.97644,-13.8578415,-2.6016235,-20.694733,
-35.76469,94.5387,-160.19724,-11.496544,-1.1558533,-16.666412,
-38.88874,93.991425,-165.18988,-11.496544,-1.1558533,-16.666412,
-42.43843,93.23948,-172.26765,-1.0213852,-0.4787445,-4.9438477,
-42.695244,93.10541,-173.11491,-0.7019043,-0.30899048,-4.081726,
-42.814354,92.94261,-173.92398,-0.7019043,-0.30899048,-4.081726,
-42.888256,92.790924,-174.59035,0.3900528,-2.0980835,-4.753113,
-42.922825,92.67623,-175.08081,-0.076293945,-0.55885315,-2.7542114,
-42.945236,92.58247,-175.56912,-0.076293945,-0.55885315,-2.7542114,
-42.94235,92.42211,-176.0166,0.10681152,-1.3904572,-1.4839172,
-42.86993,92.24952,-176.42662,0.10681152,-1.3904572,-1.4839172,
-42.83886,92.12587,-176.76027,0.10681152,-1.3904572,-1.4839172,
-42.540195,91.63139,-177.76501,0.67424774,-0.62942505,-1.2664795,
-16.164162,89.49249,-1.3770893,23.694038,-0.97846985,263.8855,
-7.9461083,88.96201,70.83532,4.736185,-0.19454956,86.206436,
-6.45603,88.908676,96.25057,4.736185,-0.19454956,86.206436,
-6.0065436,88.9257,105.75846,4.736185,-0.19454956,86.206436,
-5.7025604,89.002464,115.573,4.736185,-0.19454956,86.206436,
-4.8200517,89.11011,146.6199,-0.6930828,0.50354004,29.335022,
-4.7393503,89.3231,116.27668,0.22017956,0.19264221,-125.852585,
-4.814991,89.484665,116.24018,0.15115738,0.45204163,-17.58957,
-4.958823,89.63026,89.216835,-0.8300543,-0.062942505,-111.673355,
-5.06002,89.71933,71.1181,-0.8300543,-0.062942505,-111.673355,
-5.169652,89.84207,41.29843,-0.8300543,-0.062942505,-111.673355,
6.5890026,91.14574,9.895243,38.673878,3.2596588,-17.763138,
34.99425,93.434204,-0.83208793,22.987366,0.90408325,-6.7536235,
36.144672,93.415016,-1.3023748,22.987366,0.90408325,-6.7536235,
37.47736,93.31469,-1.9574019,4.459381,0.4749298,-2.635628,
37.723957,93.21204,-2.140183,1.5573502,0.102996826,-1.870513,
37.543556,93.09071,-2.3046288,-2.1009445,-2.3002625,1.1203289,
37.11999,93.075584,-2.6068602,-2.1009445,-2.3002625,1.1203289,
35.91523,92.95218,-3.0058851,-14.921188,-4.4174194,5.5915713,
33.497364,92.55366,-2.8199809,-28.217316,-1.9340515,-2.523601,
26.392277,92.06688,-5.130736,-28.217316,-1.9340515,-2.523601,
21.336706,91.75163,1.8679527,-28.217316,-1.9340515,-2.523601,
-12.972135,90.64368,-18.26654,-10.178328,-0.3299713,-99.778175,
-16.58885,90.881584,-47.43791,-10.178328,-0.3299713,-99.778175,
-18.986244,91.00105,-63.288227,-10.178328,-0.3299713,-99.778175,
-21.79134,91.14135,-78.83754,-18.81218,0.29945374,-98.01865,
-24.517778,91.229485,-91.988815,-18.81218,0.29945374,-98.01865,
-32.67674,91.105965,-97.61256,-15.837669,-1.077652,171.57555,
-37.207592,90.982254,-111.82387,-15.837669,-1.077652,171.57555,
-38.754025,90.77697,-86.13044,-9.101868,-2.653122,-12.992859,
-41.022583,90.50909,-42.478806,-3.982544,-2.2716522,223.073,
-41.90209,90.33239,-31.462067,-3.8290024,0.34713745,156.76498,
-42.61859,90.115486,0.11636028,-2.4614334,-1.5563965,187.18141,
-43.06339,89.51349,72.83579,2.231598,-0.9021759,105.14641,
-43.15767,88.8821,136.95753,0.86688995,-0.17356873,53.2856,
-42.922447,88.76171,142.94199,4.128456,-2.1457672,33.065796,
-42.37677,88.56517,147.78098,4.128456,-2.1457672,33.065796,
-40.86067,88.24688,153.45628,4.128456,-2.1457672,33.065796,
-35.726486,87.75957,157.8774,4.128456,-2.1457672,33.065796,
-27.258337,87.27534,149.48093,4.128456,-2.1457672,33.065796,
-16.305052,86.882996,112.17532,26.917458,0.16784668,-95.75081,
-3.993459,86.592026,73.284805,26.917458,0.16784668,-95.75081,
13.832371,87.10629,30.438614,15.173674,1.4286041,-27.460098,
16.57267,87.30266,25.630053,14.945984,2.0771027,-24.51992,
18.448078,87.46903,22.709541,12.508392,2.0484924,-22.068024,
22.957018,87.86057,16.371235,12.175083,0.3566742,-13.495684,
29.018238,88.51262,8.2953,6.075859,0.45585632,-6.8149567,
29.957022,88.60621,7.0492086,6.075859,0.45585632,-6.8149567,
31.280878,88.849945,5.2090273,6.075859,0.45585632,-6.8149567,
32.322887,89.01469,3.8968856,6.075859,0.45585632,-6.8149567,
32.884453,89.11559,3.0211334,6.075859,0.45585632,-6.8149567,
33.23816,89.249664,2.309208,6.075859,0.45585632,-6.8149567,
33.37073,89.25962,2.1373994,6.075859,0.45585632,-6.8149567,
33.472324,89.31125,1.9024398,6.075859,0.45585632,-6.8149567,
33.53283,89.33885,1.7257445,6.075859,0.45585632,-6.8149567,
33.53027,89.40811,1.5317969,-1.5735626,0.42533875,-1.1734664,
33.441902,89.43884,1.3757712,-0.36907196,1.1959076,-2.2928715,
33.1945,89.47499,1.209938,0.3681183,0.6828308,-1.4226437,
32.754654,89.55288,0.968443,-0.2002716,-0.64086914,0.80510974,
32.46618,89.5995,0.8319337,-0.5788803,0.32615662,-0.6364137,
32.173943,89.688774,0.62079746,-1.5211105,-0.18882751,0.29930472,
32.105743,89.66324,0.65532595,-1.5211105,-0.18882751,0.29930472,
31.940794,89.72932,0.54211134,-1.5211105,-0.18882751,0.29930472,
31.759333,89.723274,0.5402156,-1.5211105,-0.18882751,0.29930472,
31.518423,89.78933,0.42881766,-0.0910759,0.4119873,-0.7081032,
8.601232,90.39044,-58.33924,-106.524704,-3.326416,-349.93268,
-1.7001238,90.160515,-36.02447,-44.753136,-3.768921,214.08463,
-7.3379283,90.0025,-22.031342,-44.753136,-3.768921,214.08463,
-22.300455,89.362686,40.714516,-27.99654,-1.3580322,137.07733,
-30.350946,90.01387,27.38366,-14.472008,-3.0708313,74.085236,
-17.27024,90.61174,21.63331,63.37595,-1.6918182,-20.348549,
