Alfa, Beta, Gamma, Alfa Rate, Beta Rate, Gamma Rate
-2.3392005,89.76146,173.14787,0.15902519,-0.09346008,-2.811432,
-2.3349268,89.760895,173.12436,0.15902519,-0.09346008,-2.811432,
-2.329918,89.75963,173.08264,0.15902519,-0.09346008,-2.811432,
-2.3273535,89.77103,173.3559,-0.041484833,0.030517578,0.91552734,
-2.3293452,89.7797,173.57278,0.19103289,-0.020980835,-1.2435913,
-2.3410556,89.78385,173.69768,-0.032305717,0.038146973,1.0032654,
-2.3442197,89.777306,173.54887,0.115692616,-0.19454956,-5.1727295,
-2.3395782,89.77212,173.4085,-0.46378374,0.0038146973,0.78964233,
-2.3538413,89.76252,173.21971,0.3039837,-0.1373291,-4.3945312,
-2.3444355,89.764824,173.25732,0.10454655,0.31089783,6.9389343,
-2.3500395,89.748695,172.88579,0.10454655,0.31089783,6.9389343,
-2.3526793,89.749596,172.92491,-0.021755695,-0.061035156,-1.4228821,
-2.3361762,89.76581,172.04214,-0.1591444,-0.15258789,-2.9182434,
-2.3194346,89.76196,172.19409,0.15431643,-0.14686584,-3.227234,
-2.3358254,89.76237,172.917,0.09518862,0.28800964,7.938385,
-2.3326812,89.76504,173.12895,-0.20670891,-0.16975403,-3.3569336,
-2.3156621,89.76724,173.16537,-0.20670891,-0.16975403,-3.3569336,
-2.3216476,89.75934,173.00775,-0.21719933,0.047683716,1.9187927,
-2.335603,89.75332,172.93492,0.18155575,0.059127808,0.78201294,
-2.350139,89.76314,173.2382,-0.0641942,-0.05722046,-1.1482239,
-2.3501863,89.762054,173.21626,-0.0641942,-0.05722046,-1.1482239,
-2.3475583,89.760414,173.16708,0.24724007,-0.076293945,-2.708435,
-2.341198,89.751945,172.9452,-0.25212765,-0.16212463,-3.025055,
-2.3519187,89.768196,173.3563,-0.25212765,-0.16212463,-3.025055,
-2.329212,89.778206,173.52872,-0.37622452,0.034332275,1.6593933,
-2.3234487,89.78869,173.77321,-0.37622452,0.034332275,1.6593933,
-2.319709,89.779434,173.53465,-0.37622452,0.034332275,1.6593933,
-2.3113983,89.76292,173.11253,-0.08332729,-0.1335144,-2.8533936,
-2.3136446,89.761185,173.0792,0.24306774,0.120162964,1.8615723,
-2.32046,89.764305,173.17264,0.24306774,0.120162964,1.8615723,
-2.3126853,89.75823,173.00296,-0.0072717667,-0.0019073486,0.0,
-2.3214002,89.752884,172.89893,0.012636185,-0.20217896,-4.8980713,
-2.3220835,89.74927,172.81203,0.012636185,-0.20217896,-4.8980713,
-2.3212006,89.746414,172.7399,0.012636185,-0.20217896,-4.8980713,
-2.3310168,89.747604,172.7995,-0.08279085,-0.0019073486,0.2822876,
-2.3237154,89.74909,172.81879,0.17535686,-0.35476685,-9.315491,
-2.3187454,89.76444,173.17574,0.34606457,0.17738342,3.3912659,
-2.3182127,89.7563,172.97963,0.34606457,0.17738342,3.3912659,
-2.3317258,89.75958,173.09567,0.07277727,-0.1296997,-3.1166077,
-2.3249989,89.77422,173.425,0.10710955,-0.120162964,-2.9449463,
-2.3188386,89.7833,173.63068,-0.08183718,-0.15830994,-3.566742,
-2.3229656,89.78095,173.58513,-0.08183718,-0.15830994,-3.566742,
-2.3221421,89.77283,173.39769,-0.17309189,-0.32615662,-7.583618,
-2.319021,89.77662,173.48517,0.0385046,-0.06484985,-1.6593933,
-2.3184023,89.76679,173.2397,-0.20468235,0.289917,7.247925,
-2.3245986,89.76383,173.1825,-0.11616945,-0.28038025,-6.1912537,
-2.329578,89.75851,173.07191,-0.11616945,-0.28038025,-6.1912537,
-2.3239706,89.75787,173.03886,-0.11616945,-0.28038025,-6.1912537,
-2.3361378,89.75832,173.08266,-0.11616945,-0.28038025,-6.1912537,
-2.3327038,89.75659,173.0308,0.05596876,0.011444092,0.045776367,
-2.3217168,89.75708,172.99652,-0.17464161,0.1449585,4.032135,
-2.305757,89.75311,172.84232,-0.17464161,0.1449585,4.032135,
-2.3243701,89.75709,172.99779,-0.019729137,0.0667572,1.4877319,
-2.3182833,89.75053,172.81932,0.03325939,-0.08583069,-2.2506714,
-2.3264902,89.75337,172.91328,-0.19347668,-0.26893616,-6.42395,
-2.3232858,89.758965,173.03986,-0.19347668,-0.26893616,-6.42395,
-2.3229744,89.760155,173.07004,-0.19347668,-0.26893616,-6.42395,
-2.3138843,89.75534,172.92618,0.2489686,0.26893616,6.095886,
-2.3063087,89.74761,172.71025,0.2489686,0.26893616,6.095886,
-2.300653,89.749954,172.7549,-0.4272461,0.17738342,5.832672,
-2.3252327,89.75805,173.0407,-0.19705296,0.0038146973,0.78964233,
-2.3369033,89.76341,173.20206,0.23204088,-0.07247925,-2.3002625,
-2.3262284,89.76038,173.09422,-0.2837181,0.25558472,7.1144104,
-2.3268628,89.75735,173.02306,-0.2837181,0.25558472,7.1144104,
-2.3122177,89.75353,172.8761,0.3234148,-0.23651123,-6.2294006,
-2.3254077,89.76129,173.10074,0.3234148,-0.23651123,-6.2294006,
-2.3173172,89.757965,173.00641,0.115036964,-0.059127808,-1.7776489,
-2.3102865,89.76668,173.20438,0.115036964,-0.059127808,-1.7776489,
-2.3081794,89.76991,173.27536,-0.2605915,0.062942505,1.953125,
-2.3107104,89.761314,173.07819,-0.124275684,-0.23841858,-5.2871704,
-2.3090143,89.78283,173.59926,-0.124275684,-0.23841858,-5.2871704,
-2.3103263,89.79129,173.81017,-0.124275684,-0.23841858,-5.2871704,
-2.3117297,89.7838,173.62946,-0.124275684,-0.23841858,-5.2871704,
-2.3184073,89.774635,173.42337,0.28574467,-0.289917,-8.022308,
-2.306577,89.768936,173.25282,0.017404556,-0.17356873,-4.2686462,
-2.314111,89.74977,172.8,-0.18763542,0.0667572,2.1095276,
-2.313034,89.75236,172.8599,-0.18763542,0.0667572,2.1095276,
-2.3161957,89.75218,172.86528,-0.21570921,-0.024795532,-0.038146973,
-2.3159213,89.75315,172.9019,-0.035107136,-0.091552734,-1.9989014,
-2.3338268,89.75089,172.90622,-0.035107136,-0.091552734,-1.9989014,
-2.3218684,89.748344,172.81137,0.066399574,-0.35476685,-9.208679,
-2.327775,89.750984,172.88237,-0.08404255,-0.24414062,-5.5732727,
-2.34061,89.74612,172.80455,0.4698634,-0.23460388,-6.793976,
-2.3437471,89.75363,172.99438,0.10049343,0.059127808,1.2893677,
-2.329955,89.751274,172.87408,0.10049343,0.059127808,1.2893677,
-2.3341687,89.74419,172.721,-0.021159649,0.038146973,1.0070801,
-2.3441653,89.75353,172.9852,0.0,0.0,0.0,
-2.3321497,89.74809,172.80896,0.046908855,0.27656555,6.8511963,
-2.3144746,89.75779,172.99942,0.046908855,0.27656555,6.8511963,
-2.3092208,89.78515,173.65761,0.046908855,0.27656555,6.8511963,
-2.3068485,89.788635,173.73778,0.046908855,0.27656555,6.8511963,
-2.3122673,89.78562,173.67911,-0.0030994415,-0.005722046,-0.118255615,
-2.31059,89.78801,173.73051,-0.0030994415,-0.005722046,-0.118255615,
-2.3148668,89.77501,173.43115,-0.0030994415,-0.005722046,-0.118255615,
-2.3172448,89.770325,173.31728,-0.0030994415,-0.005722046,-0.118255615,
-2.3259478,89.77025,173.3525,0.11122227,0.31661987,7.74765,
-2.319186,89.76324,173.15265,0.11122227,0.31661987,7.74765,
-2.3140953,89.747696,172.76581,0.11122227,0.31661987,7.74765,
-2.3126097,89.73209,172.38387,-0.15646219,0.11444092,3.643036,
-2.3281972,89.734665,172.48842,-0.15646219,0.11444092,3.643036,
-2.3274243,89.73931,172.59811,-0.15646219,0.11444092,3.643036,
-2.3312845,89.75802,173.05945,-0.15646219,0.11444092,3.643036,
-2.3212893,89.7463,172.74019,0.04208088,-0.118255615,-3.047943,
-2.3244712,89.757385,173.02124,0.04208088,-0.118255615,-3.047943,
-2.3366268,89.73978,172.63673,-0.022649765,-0.030517578,-0.75149536,
-2.3359804,89.73679,172.56158,0.009536743,-0.06866455,-1.6479492,
-2.319472,89.73863,172.55164,0.009536743,-0.06866455,-1.6479492,
-2.318056,89.742744,172.65244,0.083208084,0.14305115,3.238678,
-2.3151526,89.7462,172.72772,-0.1359582,-0.24986267,-5.710602,
-2.3161664,89.74299,172.65236,-0.023901463,0.05722046,1.4953613,
-2.3145738,89.75157,172.8612,-0.021874905,-0.06484985,-1.411438,
-2.3171113,89.75842,173.03378,-0.19133091,-0.049591064,-0.7019043,
-2.3111596,89.76316,173.1349,-0.19133091,-0.049591064,-0.7019043,
-2.31598,89.76671,173.22958,-0.19133091,-0.049591064,-0.7019043,
-2.3133702,89.77009,173.31241,-0.19133091,-0.049591064,-0.7019043,
-2.3145173,89.76951,173.29906,0.10496378,-0.11444092,-3.0593872,
-2.3200045,89.75776,173.03157,0.06508827,0.104904175,2.3345947,
-2.3401358,89.76119,173.1754,0.06508827,0.104904175,2.3345947,
-2.3331988,89.76985,173.34808,0.37926435,-0.23078918,-7.255554,
-2.3215916,89.7671,173.24466,-0.0010728836,-0.2861023,-7.171631,
-2.3186464,89.76251,173.12163,0.027954578,-0.06484985,-1.7356873,
-2.3057327,89.77797,173.47208,0.26494265,-0.37384033,-9.719849,
-2.3154778,89.76975,173.29616,-0.013291836,-0.06484985,-1.5029907,
-2.3175635,89.76104,173.08727,-0.099778175,-0.19454956,-4.3182373,
-2.325204,89.74909,172.81343,0.14477968,-0.102996826,-2.7427673,
-2.3281205,89.767296,173.26602,0.14477968,-0.102996826,-2.7427673,
-2.3359988,89.76497,173.23491,0.14477968,-0.102996826,-2.7427673,
-2.3331788,89.761795,173.1508,-0.09953976,-0.25558472,-6.088257,
-2.3207214,89.77497,173.44061,0.09149313,0.104904175,2.3651123,
-2.3163881,89.77662,173.4664,0.09149313,0.104904175,2.3651123,
-2.3053977,89.771774,173.31427,0.09149313,0.104904175,2.3651123,
-2.3129044,89.77719,173.47305,-0.022530556,0.0,0.09536743,
-2.3172448,89.776184,173.47615,-0.04518032,0.2117157,5.405426,
-2.3277946,89.78663,173.74963,-0.04518032,0.2117157,5.405426,
-2.323595,89.7743,173.43474,0.06502867,-0.07247925,-1.701355,
-2.3297915,89.775894,173.48563,0.06502867,-0.07247925,-1.701355,
-2.3317945,89.75798,173.06136,0.06502867,-0.07247925,-1.701355,
-2.3280413,89.76567,173.24573,0.06502867,-0.07247925,-1.701355,
-2.3386889,89.75452,173.0028,0.044584274,-0.29563904,-7.1907043,
-2.331947,89.74971,172.86467,-0.010430813,-0.051498413,-1.2626648,
-2.323712,89.74987,172.8389,-0.010430813,-0.051498413,-1.2626648,
-2.320233,89.75329,172.90416,0.20754337,-0.0076293945,-0.93078613,
-2.3213158,89.75473,172.94598,0.20754337,-0.0076293945,-0.93078613,
-2.32686,89.75221,172.90627,0.28508902,-0.0038146973,-1.3504028,
-2.319955,89.748726,172.78986,0.28508902,-0.0038146973,-1.3504028,
-2.3137321,89.74756,172.73787,0.037014484,0.061035156,1.3504028,
-2.3206015,89.74344,172.66351,0.037014484,0.061035156,1.3504028,
-2.3094544,89.74814,172.75601,-0.1360774,-0.25367737,-5.4473877,
-2.3097453,89.744225,172.66057,-0.08171797,0.13542175,3.5858154,
-2.3082988,89.74217,172.6059,0.19216537,0.061035156,0.7286072,
-2.3111112,89.74187,172.60724,0.29438734,0.1411438,2.5634766,
-2.29906,89.747925,172.71796,0.29438734,0.1411438,2.5634766,
-2.3231812,89.74933,172.81863,-0.13780594,0.4272461,10.368347,
-2.331042,89.734344,172.48198,-0.120043755,0.0038146973,0.51116943,
-2.3296335,89.7246,172.24516,-0.3926158,-0.25177002,-4.0283203,
-2.3282976,89.715706,172.02545,0.3708005,0.30326843,6.4735413,
-2.3403656,89.73661,172.5654,0.3708005,0.30326843,6.4735413,
-2.346429,89.74552,172.80508,0.3708005,0.30326843,6.4735413,
-2.3420498,89.75207,172.94489,0.3708005,0.30326843,6.4735413,
-2.3174834,89.747826,172.76059,0.3708005,0.30326843,6.4735413,
-2.3281102,89.74544,172.73393,0.3708005,0.30326843,6.4735413,
-2.341066,89.74563,172.78325,0.56010485,-0.11062622,-4.562378,
-2.351271,89.754295,173.0188,-0.26023388,0.22125244,5.7868958,
-2.3374078,89.77618,173.5195,0.18191338,0.1373291,2.811432,
-2.3243384,89.76358,173.16927,0.30690432,-0.29182434,-7.823944,
-2.327858,89.76509,173.21544,0.30690432,-0.29182434,-7.823944,
-2.3288238,89.76397,173.18501,0.30690432,-0.29182434,-7.823944,
-2.3334138,89.758865,173.07533,0.14007092,-0.047683716,-1.6517639,
-2.3385646,89.755585,173.01355,0.14007092,-0.047683716,-1.6517639,
-2.3308754,89.783356,173.67151,-0.2989173,-0.089645386,-1.57547,
-2.3346848,89.77515,173.47462,-0.2989173,-0.089645386,-1.57547,
-2.3326142,89.7675,173.2785,-0.12332201,-0.17166138,-3.8414001,
-2.3266525,89.764145,173.18846,-0.12332201,-0.17166138,-3.8414001,
-2.3267283,89.771286,173.35199,-0.12332201,-0.17166138,-3.8414001,
-2.336513,89.76596,173.252,0.2682805,-0.26130676,-7.2021484,
-2.3402364,89.784355,173.71307,-0.07790327,0.28038025,7.083893,
-2.3587034,89.78364,173.74377,-0.16540289,-0.16784668,-3.3912659,
-2.3544831,89.76663,173.32077,-0.16540289,-0.16784668,-3.3912659,
-2.3543065,89.76654,173.31734,-0.16540289,-0.16784668,-3.3912659,
-2.3393426,89.75655,173.02924,-0.16540289,-0.16784668,-3.3912659,
-2.309251,89.75058,172.79356,0.14746189,-0.17738342,-4.638672,
-2.3132386,89.74227,172.6078,0.14746189,-0.17738342,-4.638672,
-2.311867,89.75122,172.83069,-0.12254715,-0.28800964,-6.9732666,
-2.3183365,89.756134,172.97194,-0.12254715,-0.28800964,-6.9732666,
-2.3019407,89.73309,172.3592,-0.12254715,-0.28800964,-6.9732666,
-2.2923825,89.73824,172.4537,-0.12254715,-0.28800964,-6.9732666,
-2.2913897,89.737785,172.439,-0.12254715,-0.28800964,-6.9732666,
-2.3099525,89.75009,172.8011,-0.12254715,-0.28800964,-6.9732666,
-2.3119845,89.74833,172.76181,-0.32389164,-0.1335144,-2.1858215,
-2.3153,89.73422,172.43163,0.0032186508,-0.047683716,-1.1672974,
-2.3298986,89.72181,172.1727,-0.2990365,0.4348755,11.547089,
-2.317632,89.736435,172.49219,-0.2990365,0.4348755,11.547089,
-2.3521218,89.744804,172.80313,-0.030994415,-0.078201294,-1.7051697,
-2.3550022,89.742676,172.76375,0.23764372,0.24604797,5.355835,
-2.3365867,89.73525,172.52069,0.23764372,0.24604797,5.355835,
-2.331468,89.74043,172.62654,0.074505806,0.09536743,2.002716,
-2.3173177,89.73943,172.55487,0.031352043,0.06866455,1.5907288,
-2.321966,89.752914,172.90707,-0.006020069,0.16403198,3.8642883,
-2.3114073,89.755554,172.93874,-0.023841858,-0.02670288,-0.63705444,
-2.3104234,89.75993,173.04189,0.02682209,0.089645386,2.155304,
-2.306197,89.767235,173.20866,0.08779764,0.2193451,5.1651,
-2.3098967,89.75656,172.95473,0.07772446,-0.02861023,-0.92315674,
-2.3087423,89.763885,173.13693,0.12606382,0.22125244,5.455017,
-2.334266,89.7637,173.19511,0.013232231,0.04196167,1.0643005,
-2.336458,89.754234,172.97809,0.013232231,0.04196167,1.0643005,
-2.334497,89.746895,172.79231,0.33700466,-0.045776367,-2.1362305,
-2.335912,89.745605,172.7643,0.2348423,0.17547607,3.2920837,
-2.3335357,89.74494,172.7481,0.2348423,0.17547607,3.2920837,
-2.326572,89.7438,172.70128,0.2348423,0.17547607,3.2920837,
-2.3153465,89.76679,173.22543,0.2348423,0.17547607,3.2920837,
-2.3228347,89.762405,173.13553,0.21064281,-0.43678284,-11.604309,
-2.3264573,89.76706,173.25986,0.21064281,-0.43678284,-11.604309,
-2.3107483,89.7604,173.06198,0.21064281,-0.43678284,-11.604309,
-2.308666,89.7724,173.33983,-0.016629696,-0.06484985,-1.5220642,
-2.3218174,89.77667,173.47597,0.23275614,-0.18310547,-5.5885315,
-2.314366,89.76839,173.2487,0.23275614,-0.18310547,-5.5885315,
-2.3113527,89.74959,172.79411,-0.0022053719,-0.02861023,-0.6713867,
-2.318574,89.746574,172.74556,-0.0022053719,-0.02861023,-0.6713867,
-2.3141787,89.7521,172.85788,-0.0022053719,-0.02861023,-0.6713867,
-2.3150353,89.7538,172.90227,-0.47075748,-0.0076293945,1.1329651,
-2.319724,89.754105,172.92484,-0.47075748,-0.0076293945,1.1329651,
-2.33005,89.76874,173.32506,-0.47075748,-0.0076293945,1.1329651,
-2.3327966,89.77185,173.40744,0.20563602,0.22697449,5.241394,
-2.3379924,89.771805,173.41953,0.022768974,0.089645386,2.2125244,
-2.3314366,89.76428,173.21078,0.022768974,0.089645386,2.2125244,
-2.3227384,89.7506,172.85527,0.07510185,0.08392334,1.9264221,
-2.339332,89.74541,172.7834,-0.03838539,0.05722046,1.6822815,
-2.3252318,89.75974,173.08987,0.26643276,-0.33950806,-9.689331,
-2.3130696,89.76212,173.11142,-0.48142672,0.23841858,6.500244,
-2.3228168,89.76653,173.23468,-0.48142672,0.23841858,6.500244,
-2.3144836,89.767944,173.2436,0.08445978,-0.017166138,-0.6866455,
-2.3166797,89.76034,173.06897,0.057697296,0.078201294,1.7929077,
-2.3243935,89.75633,172.9987,0.057697296,0.078201294,1.7929077,
-2.3329058,89.7735,173.4409,-0.3182888,0.1449585,4.2915344,
-2.3339748,89.75089,172.89322,-0.3182888,0.1449585,4.2915344,
-2.334397,89.74571,172.76779,-0.254035,-0.24795532,-5.1879883,
-2.3399868,89.743805,172.74106,0.030815601,0.015258789,0.24032593,
-2.3371463,89.75217,172.93457,0.030815601,0.015258789,0.24032593,
-2.3362546,89.74573,172.77309,-0.13673306,-0.28800964,-6.4353943,
-2.330986,89.73772,172.56114,-0.13673306,-0.28800964,-6.4353943,
-2.326674,89.72869,172.32925,-0.13673306,-0.28800964,-6.4353943,
-2.324288,89.72761,172.2975,-0.13673306,-0.28800964,-6.4353943,
-2.334782,89.75846,173.07967,-0.26780367,-0.31471252,-7.0114136,
-2.3196006,89.73421,172.43681,-0.13881922,0.09727478,2.861023,
-2.3217332,89.73833,172.54453,-0.4197359,-0.011444092,1.1634827,
-2.33013,89.73723,172.54532,0.33837557,0.29182434,5.8898926,
-2.3219094,89.75145,172.87274,0.059247017,-0.31280518,-8.361816,
-2.3227735,89.76013,173.08307,-0.4505515,-0.08392334,-0.9422302,
-2.3335264,89.76475,173.2202,-0.4505515,-0.08392334,-0.9422302,
-2.3401442,89.7628,173.18945,-0.4505515,-0.08392334,-0.9422302,
-2.332307,89.752335,172.9151,-0.18572807,0.022888184,0.9460449,
-2.3318548,89.750534,172.86879,-0.07838011,-0.1487732,-3.227234,
-2.339461,89.75004,172.88087,0.08261204,-0.06866455,-2.0256042,
-2.3370032,89.76225,173.1568,0.004887581,-0.28419495,-6.9389343,
-2.3309145,89.76054,173.09921,0.004887581,-0.28419495,-6.9389343,
-2.3242776,89.76428,173.17473,-0.096678734,-0.10108948,-2.0942688,
-2.3204527,89.747406,172.76941,0.13571978,0.45204163,9.899139,
-2.3236215,89.74466,172.70612,0.1462698,-0.1449585,-3.7765503,
-2.3217125,89.72858,172.31267,0.1462698,-0.1449585,-3.7765503,
-2.3287144,89.74039,172.62613,-0.24288893,0.30517578,7.9727173,
-2.325548,89.73765,172.54576,-0.24288893,0.30517578,7.9727173,
-2.3083692,89.730194,172.31094,0.151515,0.1449585,3.0021667,
-2.326247,89.73648,172.51186,-0.0860095,0.051498413,1.4801025,
-2.3245904,89.72949,172.33807,-0.31608343,-0.019073486,0.4005432,
-2.3147702,89.73385,172.41583,0.02682209,0.038146973,0.89263916,
-2.3157113,89.73702,172.49564,-0.24288893,-0.28800964,-5.9013367,
-2.3139405,89.73546,172.45828,0.082314014,-0.049591064,-1.4724731,
-2.3105042,89.73645,172.47842,0.082314014,-0.049591064,-1.4724731,
-2.308177,89.73667,172.48001,0.082314014,-0.049591064,-1.4724731,
-2.3138978,89.74061,172.59239,0.010251999,0.10108948,2.4757385,
-2.3064446,89.73777,172.49518,-0.005185604,0.19073486,4.7340393,
-2.313248,89.74022,172.57413,-0.005185604,0.19073486,4.7340393,
-2.3062747,89.73663,172.46161,-0.005185604,0.19073486,4.7340393,
-2.306228,89.73889,172.51494,-0.16891956,-0.10681152,-2.5024414,
-2.3130662,89.742256,172.61519,-0.16891956,-0.10681152,-2.5024414,
-2.3195186,89.76555,173.20045,0.1257658,-0.10681152,-3.1929016,
-2.340659,89.75971,173.1233,-0.026106834,-0.02670288,-0.36239624,
-2.3394158,89.76334,173.2056,0.19156933,0.16975403,3.7002563,
-2.333138,89.7669,173.27814,0.048220158,0.036239624,0.8049011,
-2.3325555,89.76795,173.30211,0.4299879,0.051498413,0.25177002,
-2.3305187,89.7535,172.94867,-0.050723553,-0.18692017,-4.2800903,
-2.336735,89.76305,173.1916,-0.050723553,-0.18692017,-4.2800903,
-2.327498,89.76119,173.11441,-0.08863211,0.06866455,1.8730164,
-2.32227,89.75708,172.99545,-0.13887882,-0.10681152,-1.9378662,
-2.3095806,89.75628,172.93944,-0.16182661,0.12588501,3.7384033,
-2.3093748,89.75272,172.8529,-0.16182661,0.12588501,3.7384033,
-2.317509,89.7457,172.71738,0.3401637,-0.034332275,-2.3040771,
-2.321161,89.74259,172.65613,0.3401637,-0.034332275,-2.3040771,
-2.3178282,89.747,172.75056,0.21183491,0.23269653,4.9476624,
-2.310656,89.74901,172.77878,0.21183491,0.23269653,4.9476624,
-2.3070366,89.7524,172.85373,0.11885166,0.18310547,4.257202,
-2.3054328,89.75437,172.90063,-0.0064969063,-0.049591064,-1.247406,
-2.305869,89.75393,172.88628,0.08738041,0.091552734,2.0217896,
-2.308274,89.76196,173.08926,0.08738041,0.091552734,2.0217896,
-2.3062034,89.76592,173.17921,0.063061714,0.038146973,0.75149536,
-2.3230498,89.75587,172.97906,-0.034570694,-0.23460388,-5.8555603,
-2.3273015,89.756836,173.01465,0.1360178,0.19836426,4.310608,
-2.3284194,89.76045,173.10184,0.18715858,0.049591064,0.60272217,
-2.3307333,89.75624,173.01807,0.18560886,-0.04196167,-1.6365051,
-2.3248692,89.745224,172.7197,-0.14162064,0.118255615,3.6849976,
-2.3263195,89.74663,172.75851,-0.14162064,0.118255615,3.6849976,
-2.3239324,89.73658,172.51381,-0.14162064,0.118255615,3.6849976,
-2.3217742,89.73724,172.5238,-0.14162064,0.118255615,3.6849976,
-2.3136432,89.75228,172.86415,0.04762411,0.19836426,4.7798157,
-2.3176591,89.74433,172.68275,0.18370152,-0.44631958,-11.951447,
-2.3171983,89.7434,172.65784,0.18370152,-0.44631958,-11.951447,
-2.317058,89.75615,172.9677,0.008702278,0.22506714,5.405426,
-2.310043,89.75503,172.92,0.008702278,0.22506714,5.405426,
-2.3115819,89.7549,172.91893,-0.043332577,-0.19836426,-4.749298,
-2.3246648,89.74836,172.79503,0.064611435,-0.35476685,-8.426666,
-2.3321812,89.757996,173.05186,0.064611435,-0.35476685,-8.426666,
-2.3286812,89.752785,172.91672,-0.113248825,0.23078918,5.970001,
-2.3210044,89.75226,172.87521,0.5121231,-0.4386902,-13.450623,
-2.3186421,89.74604,172.71333,0.5121231,-0.4386902,-13.450623,
-2.3219328,89.74447,172.69012,-0.30130148,0.09918213,3.2463074,
-2.3287857,89.754036,172.93709,-0.07921457,-0.08201599,-1.7585754,
-2.3300142,89.7481,172.81104,0.06109476,0.10108948,2.254486,
-2.3081746,89.74896,172.76067,0.10097027,0.39100647,9.418488,
-2.3167253,89.738045,172.51878,0.024616718,-0.05340576,-1.4419556,
-2.3204076,89.72731,172.26959,0.104904175,0.059127808,0.8392334,
-2.319632,89.73051,172.36153,0.3156662,0.31471252,6.225586,
-2.3169756,89.72767,172.27869,-0.07236004,-0.059127808,-1.0910034,
-2.328856,89.73052,172.38283,-0.07236004,-0.059127808,-1.0910034,
-2.3208625,89.72193,172.13338,0.21028519,0.3490448,7.9307556,
-2.3094294,89.71877,172.03131,0.2028346,0.2822876,6.0424805,
-2.3126965,89.723656,172.16994,0.12654066,0.0667572,1.2664795,
-2.3298516,89.71979,172.1356,0.03939867,-0.104904175,-2.5482178,
-2.3292718,89.72303,172.2098,0.03939867,-0.104904175,-2.5482178,
-2.3276062,89.73142,172.40587,0.03939867,-0.104904175,-2.5482178,
-2.314541,89.72499,172.20537,-0.15056133,-0.26130676,-5.542755,
-2.328907,89.73281,172.43544,0.27811527,0.33187866,7.8544617,
-2.327955,89.73427,172.47028,0.15157461,-0.11634827,-3.353119,
-2.3217864,89.729614,172.33646,0.15157461,-0.11634827,-3.353119,
-2.3301246,89.74249,172.6712,0.06997585,-0.3643036,-9.105682,
-2.3108125,89.74601,172.71619,-0.31375885,-0.0019073486,1.1940002,
-2.327594,89.73488,172.50111,0.046014786,0.036239624,0.6904602,
-2.3162038,89.73226,172.39871,-0.1488328,0.30708313,7.5531006,
-2.3111966,89.73171,172.36932,-0.1488328,0.30708313,7.5531006,
-2.3073874,89.73416,172.41255,-0.1488328,0.30708313,7.5531006,
-2.3198242,89.737625,172.52989,-0.1488328,0.30708313,7.5531006,
-2.3352847,89.73673,172.55351,-0.49233437,-0.14686584,-1.5296936,
-2.3313289,89.72907,172.35637,-0.49233437,-0.14686584,-1.5296936,
-2.329504,89.72979,172.36864,-0.49233437,-0.14686584,-1.5296936,
-2.3346798,89.73301,172.46121,-0.070273876,0.4234314,10.658264,
-2.332348,89.73412,172.47905,-0.070273876,0.4234314,10.658264,
-2.330358,89.73511,172.48795,-0.070273876,0.4234314,10.658264,
-2.3292744,89.7366,172.5185,-0.2362132,-0.2632141,-5.218506,
-2.331964,89.7334,172.4552,-0.17356873,0.19073486,5.2108765,
-2.3297098,89.74193,172.66225,0.27382374,-0.06484985,-2.5520325,
-2.3270028,89.74488,172.72298,-0.2155304,0.034332275,1.2741089,
-2.3256595,89.730034,172.35979,-0.40531158,0.15449524,5.1078796,
-2.3276827,89.73537,172.48482,-0.40531158,0.15449524,5.1078796,
-2.3306155,89.735,172.48428,-0.40531158,0.15449524,5.1078796,
-2.3302734,89.728226,172.32138,-0.40531158,0.15449524,5.1078796,
-2.332956,89.72149,172.17128,-0.40531158,0.15449524,5.1078796,
-2.340329,89.722336,172.21532,-0.11700392,-0.24795532,-5.382538,
-2.3404913,89.72374,172.25694,-0.11700392,-0.24795532,-5.382538,
-2.3294003,89.72723,172.30145,-0.11700392,-0.24795532,-5.382538,
-2.323717,89.72876,172.32672,-0.11700392,-0.24795532,-5.382538,
-2.316711,89.7352,172.46257,-0.11700392,-0.24795532,-5.382538,
-2.3077826,89.75278,172.87288,0.14221668,-0.061035156,-1.9302368,
-2.3034947,89.75759,172.97507,0.14221668,-0.061035156,-1.9302368,
-2.3101642,89.735916,172.4594,-0.4478693,0.02861023,2.609253,
-2.300164,89.72836,172.24013,-0.30481815,-0.24032593,-4.600525,
-2.3038328,89.75104,172.81775,0.61392784,-0.207901,-7.129669,
-2.3035686,89.75036,172.79912,0.61392784,-0.207901,-7.129669,
-2.2943718,89.737076,172.44443,0.04720688,0.045776367,0.957489,
-2.296345,89.74719,172.69572,-0.25838614,0.48828125,12.451172,
-2.2892735,89.746765,172.65672,-0.25838614,0.48828125,12.451172,
-2.3164475,89.7624,173.12352,-0.052273273,0.24032593,6.1035156,
-2.3104742,89.76754,173.22069,-0.039041042,0.045776367,1.2016296,
-2.3158183,89.77095,173.32968,-0.042676926,0.04005432,1.1825562,
-2.3244548,89.75983,173.07846,0.3594756,-0.08201599,-2.5367737,
-2.315865,89.75367,172.89813,0.2245903,0.011444092,-0.5989075,
-2.312495,89.74492,172.67732,0.2245903,0.011444092,-0.5989075,
-2.3132172,89.741425,172.59464,0.2245903,0.011444092,-0.5989075,
-2.3121712,89.743065,172.62978,-0.14585257,0.118255615,3.4713745,
