X, Y, Z
0.5060608,-3.96439,-6.51578,
0.5412039,-3.5707872,-6.7196097,
0.5622898,-3.5426726,-6.810982,
0.55526114,-3.5286155,-6.8390965,
0.5904043,-3.5286155,-6.7688103,
0.54823256,-3.521587,-6.832068,
0.5693184,-3.521587,-6.810982,
0.5693184,-3.5426726,-6.810982,
0.61851877,-3.5286155,-6.832068,
0.58337563,-3.5145583,-6.7828674,
0.5693184,-3.5637586,-6.789896,
0.57634705,-3.5778158,-6.810982,
0.5974329,-3.5707872,-6.775839,
0.5904043,-3.6621592,-6.733667,
0.5060608,-3.5848444,-6.810982,
0.5693184,-3.648102,-6.7266383,
0.54823256,-4.3509645,-6.2065206,
0.80829155,-6.2627497,2.8044202,
0.8434347,-6.2627497,2.7833345,
0.83640605,-6.2627497,2.7481914,
0.87857777,-6.241664,2.7481914,
0.8574919,-6.241664,2.7833345,
0.9277781,-6.2627497,2.734134,
1.0121216,-6.2627497,2.6076188,
1.0191501,-6.255721,2.621676,
0.7590912,-6.712581,-1.4059715,
0.42171735,-3.5426726,-6.7055526,
0.316288,-2.6570663,-7.2116137,
0.21085866,-1.862832,-7.4857297,
0.2811449,-3.4723866,-6.712581,
0.2881735,-6.888297,0.61149013,
0.40063146,-6.712581,1.5533255,
0.45686045,-6.396293,2.5021896,
0.3795456,-6.241664,2.8255062,
0.40063146,-2.7835815,-7.148356,
0.23194453,-2.361864,-7.317043,
0.21085866,-2.3056352,-7.295957,
0.3795456,-2.5446084,-7.2608137,
1.1808085,-6.8531537,-1.0123687,
1.2018944,-6.7055526,1.2721806,
1.1386368,-6.340064,2.530304,
1.061322,-5.6090875,-4.5969663,
0.16868693,-2.361864,-7.274871,
0.2811449,-2.0736907,-7.387329,
0.30925938,-2.1720915,-7.3521857,
1.0472647,-5.1451983,-5.1803417,
1.4478962,-6.8250394,-0.7241952,
0.90669227,-6.6282377,2.010186,
0.96994984,-6.368179,2.7200768,
0.90669227,-6.3330355,2.8044202,
0.9277781,-6.2838354,2.881735,
1.1034937,-6.7969246,-1.3919142,
0.07028622,-5.011655,-5.4614863,
-0.1267623,-4.111991,-6.2838354,
-0.3797927,-3.0014687,-7.0218406,
-0.4711648,-2.776553,-7.106184,
-0.39384994,-2.572723,-7.204585,
-0.42899305,-2.4813507,-7.225671,
-0.42196444,-2.4672935,-7.2608137,
-0.3797927,-2.4462075,-7.2326994,
-0.4079072,-2.551637,-7.190528,
-0.30247784,-2.7976387,-7.106184,
-0.07053333,-3.1912415,-6.8953257,
-0.105676435,-3.2685564,-6.87424,
0.73800534,-6.5087514,2.1788728,
0.8856064,-6.4806366,2.4459605,
0.8012629,-6.5790377,2.024243,
0.316288,-4.906225,-5.602059,
0.21085866,-2.6570663,-7.190528,
0.2530304,-2.495408,-7.225671,
0.3444025,-2.4251218,-7.274871,
0.49200353,-3.0998695,-7.0077834,
0.9277781,-4.3298783,-6.10812,
0.78017706,-6.754753,1.9117852,
0.8504633,-6.5438943,2.5021896,
1.0472647,-6.529837,2.2983594,
1.0402361,-6.5860662,2.0875008,
1.0964651,-6.642295,1.9117852,
1.1034937,-6.5860662,1.9328711,
1.1526941,-6.642295,1.6657834,
1.1878371,-6.6914954,1.58144,
1.1808085,-6.642295,1.5322397,
1.1667513,-6.6914954,1.5462968,
1.1948658,-6.656352,1.5041251,
1.2018944,-6.7477245,1.0332075,
0.5622898,-6.417379,-3.3036995,
0.6958336,-6.3892646,-3.4794152,
0.23194453,-6.4454937,-3.2685564,
0.1897728,-6.494694,-3.2615278,
0.19680142,-6.473608,-3.2263846,
0.1897728,-6.4876657,-3.2474706,
0.1897728,-6.473608,-3.2263846,
0.21788728,-6.4806366,-3.219356,
0.2530304,-6.4806366,-3.2544992,
0.18274418,-6.501723,-3.2263846,
0.20383003,-6.4665794,-3.2263846,
0.15462969,-6.4665794,-3.2123275,
0.18274418,-6.4454937,-3.2263846,
0.21085866,-6.4806366,-3.2263846,
0.1897728,-6.4806366,-3.2263846,
0.1616583,-6.4665794,-3.2263846,
0.16868693,-6.4665794,-3.2544992,
0.17571555,-6.459551,-3.2474706,
0.1897728,-6.4876657,-3.2755852,
0.1897728,-6.4525223,-3.2544992,
0.21085866,-6.4665794,-3.219356,
0.1897728,-6.4876657,-3.2544992,
0.1616583,-6.51578,-3.2263846,
0.1897728,-6.473608,-3.2685564,
0.1897728,-6.4806366,-3.2263846,
0.1897728,-6.4525223,-3.2474706,
0.1897728,-6.4454937,-3.2263846,
0.1897728,-6.4806366,-3.2263846,
0.19680141,-6.494694,-3.2263846,
0.14760107,-6.4525223,-3.2685564,
0.1897728,-6.51578,-3.2263846,
0.21085866,-6.4525223,-3.2544992,
0.1897728,-6.494694,-3.2334135,
0.19680142,-6.5087514,-3.2334132,
0.19680141,-6.4876657,-3.2404418,
0.15462968,-6.473608,-3.2123275,
0.16868693,-6.473608,-3.2685564,
0.21085866,-6.494694,-3.2544992,
0.1897728,-6.4314365,-3.2685564,
0.21085866,-6.473608,-3.2474706,
0.21788728,-6.4525223,-3.1982703,
0.21085866,-6.4314365,-3.2263846,
0.17571555,-6.501723,-3.2544992,
0.1897728,-6.494694,-3.2474706,
0.21085866,-6.4876657,-3.2123275,
0.21085866,-6.473608,-3.2123275,
0.16868693,-6.473608,-3.205299,
0.16868693,-6.473608,-3.2334132,
0.1897728,-6.4806366,-3.2334132,
0.1897728,-6.4525223,-3.2263846,
0.1897728,-6.51578,-3.2263846,
0.21085866,-6.4665794,-3.2263846,
0.20383003,-6.494694,-3.2615278,
0.17571555,-6.5087514,-3.2334132,
0.21788728,-6.4314365,-3.2263846,
0.20383003,-6.473608,-3.2263846,
0.19680142,-6.494694,-3.2474706,
0.1897728,-6.459551,-3.219356,
0.21085866,-6.4806366,-3.2334135,
0.17571555,-6.473608,-3.2334132,
0.20383005,-6.501723,-3.2263846,
0.23194453,-6.51578,-3.2263846,
0.18274418,-6.4665794,-3.1982703,
0.17571555,-6.4525223,-3.2544992,
0.19680142,-6.459551,-3.2263846,
0.19680142,-6.459551,-3.2685564,
0.15462968,-6.15732,-3.985476,
0.006891344,-4.8359394,-5.805889,
0.028114488,-1.9682614,-7.6122446,
0.0632576,-1.919061,-7.6122446,
0.021085866,-1.9963758,-7.619273,
0.056228977,-1.9823185,-7.633331,
0.0,-2.066662,-7.5630445,
0.0,-2.1720915,-7.5279016,
0.0210035,-2.1158624,-7.591159,
0.021085866,-2.17912,-7.5630445,
0.04217173,-2.1720915,-7.570073,
0.14760107,-2.7203238,-7.3381286,
0.18274418,-5.159256,-5.461487,
-0.0635047,-6.6774383,-2.685181,
0.2530304,-7.0640125,0.7590912,
0.29520214,-6.7969246,2.0172145,
0.316288,-6.7688103,1.8766421,
0.30925938,-6.7828674,1.7712128,
0.316288,-6.7828674,1.6446975,
0.30223075,-6.754753,1.58144,
0.2881735,-6.789896,1.5392683,
0.316288,-6.789896,1.5181824,
0.3444025,-6.7688103,1.5041251,
0.316288,-6.8039536,1.4970965,
0.29520214,-6.810982,1.433839,
-0.14784817,-5.8761754,-4.273649,
-0.9069394,-4.133077,-6.2838354,
-0.8858535,-3.296671,-6.8953257,
-0.8858535,-2.9663258,-7.106184,
-0.8788249,-2.5024366,-7.366243,
-0.8507104,-2.3548355,-7.373272,
-0.8225959,-2.516494,-7.373272,
-0.7031093,-2.5446084,-7.373272,
-0.6609376,-2.5938087,-7.3381286,
-0.4430503,-2.8538678,-7.2467566,
-0.39384994,-2.9311826,-7.239728,
-0.3516782,-3.0295832,-7.1975565,
-0.3797927,-3.015526,-7.2116137,
-0.34464958,-3.015526,-7.2116137,
-0.3165351,-3.0295832,-7.2116137,
-0.33059233,-3.0014687,-7.1975565,
-0.34464958,-3.0084975,-7.204585,
0.8223488,-6.473608,2.8887637,
0.8856064,-6.396293,2.9098496,
0.8574919,-6.424408,2.9098496,
0.7590912,-6.4314365,2.7200768,
0.8153202,-6.593095,2.4319034,
0.8574919,-6.642295,2.0875008,
0.86452055,-6.621209,2.0875008,
0.84343463,-6.7055526,1.8555562,
0.83640605,-6.7196097,1.8344704,
0.8504633,-6.684467,1.8555562,
0.81532013,-6.698524,1.8906994,
-0.3797927,-1.5184295,-7.6755023,
-0.17596266,-1.8979751,-7.591159,
-0.16893403,-1.8979751,-7.499787,
-0.11270506,-2.0104332,-7.541959,
-0.08459057,-2.0596335,-7.5279016,
-0.08459057,-2.1088338,-7.4857297,
-0.0635047,-2.2072346,-7.464644,
-0.021332968,-2.235349,-7.464644,
-1.3727778E-4,-2.2142632,-7.4365296,
0.021085866,-2.2775207,-7.422472,
0.03514311,-2.2775207,-7.443558,
0.0,-2.3407784,-7.4013863,
0.007028622,-2.361864,-7.4154434,
0.04217173,-2.4040358,-7.408415,
0.07028622,-2.5235226,-7.3592143,
0.049200352,-2.474322,-7.345157,
0.021085866,-2.5094652,-7.3381286,
0.04217173,-2.5305512,-7.3100142,
0.08434346,-2.5938087,-7.302985,
0.09137209,-2.678152,-7.2818995,
0.08434346,-2.6359804,-7.2959566,
0.1265152,-2.6851807,-7.2326994,
0.1265152,-2.7203238,-7.2116137,
1.1245795,-6.965612,0.58337563,
0.87857777,-6.3611503,2.9098496,
0.99806434,-6.2978926,2.9309354,
0.90669227,-6.326007,2.867678,
1.0753793,-6.3611503,2.6497905,
1.0121216,-6.3752074,2.621676,
1.0261788,-6.354121,2.586533,
0.9910357,-6.3892646,2.544361,
1.0121216,-6.4033217,2.5724757,
1.0261788,-6.424408,2.5584185,
0.99806434,-6.424408,2.4881322,
1.2440661,-6.5790377,1.8344704,
1.1667513,-6.593095,1.7852701,
1.2018944,-6.670409,1.4549248,
1.1948658,-6.7688103,1.1948658,
1.2159517,-6.87424,0.4357746,
1.2159517,-6.9304686,-0.51333654,
-0.3797927,-1.7714599,-7.591159,
-0.21110578,-1.7925458,-7.591159,
-0.1267623,-1.8979751,-7.5771017,
-0.105676435,-1.8839178,-7.5630445,
-5.491111E-5,-2.2634635,-7.464644,
0.17571555,-2.8046675,-7.2608137,
0.9910357,-3.0366118,-7.0850983,
0.4146887,-3.2544992,-6.9937263,
0.316288,-3.3036995,-6.958583,
0.2530304,-3.14907,-7.071041,
0.29520214,-3.2123275,-7.0218406,
0.2881735,-3.219356,-7.014812,
0.2530304,-3.205299,-7.0218406,
0.3514311,-3.6551306,-6.7969246,
0.5974329,-5.644231,-4.751596,
0.68177634,-6.937497,-1.3637998,
0.8223488,-6.810982,1.5533255,
0.7169195,-6.642295,1.7993273,
0.7731484,-6.642295,1.6587548,
0.7169195,-6.8531537,0.84343463,
0.5341753,-6.97264,-0.5203651,
0.33034524,-6.2205777,-3.8097603,
0.07028622,-4.343936,-6.2697783,
0.10542933,-4.2525635,-6.368179,
0.78017706,-6.7617817,-2.2775207,
0.8293774,-6.7969246,-2.031519,
0.8504633,-6.832068,-1.8698606,
0.8645205,-6.810982,-1.9260895,
0.67474777,-5.897261,-4.4353075,
0.14760107,-1.8768892,-7.6122446,
0.2881735,-2.2986066,-7.4716725,
0.30223075,-2.2986066,-7.4576154,
0.632576,-3.184213,-7.0429263,
0.87857777,-3.7816458,-6.550923,
1.806356,-6.5228086,-0.6257945,
1.5322397,-6.501723,-1.1810557,
0.745034,-5.3841715,-4.343936,
0.0632576,-2.9100966,-6.810982,
0.83640605,-5.3490286,-4.428279,
1.0261788,-6.276807,-1.715231,
0.632576,-6.304921,-1.7714599,
0.1897728,-6.241664,-2.5938087,
0.316288,-6.2346354,-2.418093,
0.3795456,-6.2627497,-2.3056352,
0.3865742,-6.2838354,-2.3407784,
0.372517,-6.304921,-2.2423775,
0.4779463,-6.2627497,-2.235349,
0.48497492,-6.2627497,-2.1931772,
0.5904043,-6.241664,-2.066662,
0.5693184,-6.1713777,-2.4321504,
0.5693184,-6.199492,-2.3407784,
0.61851877,-6.326007,-1.6308874,
0.632576,-6.382236,-1.3005422,
0.632576,-6.368179,-1.0404831,
0.6677191,-5.960519,-2.9733543,
0.6396046,-5.9113183,-3.1420412,
0.632576,-5.9464617,-2.8749535,
0.62554735,-6.3611503,-0.09156428,
0.632576,-6.0448623,-2.755467,
0.632576,-6.3119497,-1.2443132,
0.5060608,-6.3330355,-0.11973368,
0.47091767,-6.2978926,-1.0896835,
0.3514311,-5.841032,-3.2755852,
0.33034524,-5.524744,-3.9925046,
0.40063146,-6.199492,-2.1720915,
0.15462969,-4.723481,-5.236571,
0.5974329,-6.0308046,-2.9382112,
0.26708764,-4.1330767,-5.8621182,
0.73800534,-6.2627497,-2.031519,
0.9207495,-6.276807,0.73800534,
0.40063146,-3.3950715,-6.494694,
1.0332075,-6.255721,-1.8417461,
0.3444025,-5.5950303,-4.1401057,
0.70989084,-6.417379,-0.8928821,
0.64663327,-5.580973,-4.034676,
0.42874596,-3.3247855,-6.5087514,
0.9277781,-6.2065206,-2.4251218,
0.94183534,-6.3752074,0.58337563,
0.8715491,-6.1643486,1.6868694,
0.67474777,-5.8480606,-3.7113595,
-0.541451,-0.99831146,-7.541959,
-0.1548768,-2.4180932,-7.12727,
0.5412039,-5.602059,-4.301764,
0.576347,-6.3541217,-2.769524,
0.028087033,-4.6883383,-5.6231446,
0.70989084,-6.642295,-1.3216281,
0.316288,-5.918347,-3.8870752,
-1.0982222E-4,-4.097934,-6.199492,
0.8223488,-6.5368657,-2.0526047,
1.061322,-6.4314365,1.2018944,
0.8504633,-6.2205777,-3.0787835,
-0.0635047,-2.4251218,-7.1905274,
0.049117986,-2.881982,-7.000755,
0.7590912,-5.060855,-5.1662846,
0.58337563,-4.4774795,-5.763717,
1.4970965,-5.9464617,1.6446975,
0.02803212,-2.5446084,-7.071041,
1.4760107,-6.368179,-0.2110234,
1.1386368,-5.9816046,-3.0506692,
-0.0635047,-1.8768892,-7.3592143,
0.33737385,-3.943304,-6.2627497,
-0.08459057,-3.0647264,-6.8601823,
-0.13379093,-6.8250394,-2.2283204,
-0.17596266,-6.7055526,-2.5938087,
0.632576,-6.51578,-3.1139266,
0.6958336,-6.4454937,-3.0998695,
0.9207495,-6.494694,-3.0366118,
0.5693184,-6.473608,-3.127984,
0.5693184,-6.4876657,-3.1350126,
0.5693184,-6.51578,-3.1560986,
0.5904043,-6.494694,-3.184213,
0.5622898,-6.473608,-3.1350126,
0.5693184,-6.494694,-3.1631272,
0.5904043,-6.501723,-3.1209555,
0.54823256,-6.494694,-3.1350126,
0.5974329,-6.501723,-3.1631272,
0.5412039,-6.494694,-3.1631272,
0.5271467,-6.51578,-3.1631272,
0.5693184,-6.4525223,-3.184213,
0.5693184,-6.51578,-3.1420412,
0.55526114,-6.51578,-3.1420412,
0.55526114,-6.4876657,-3.1560986,
0.57634705,-6.494694,-3.1631272,
0.5974329,-6.501723,-3.14907,
0.5693184,-6.494694,-3.1631272,
0.58337563,-6.51578,-3.1420412,
0.5693184,-6.494694,-3.1631272,
0.5622898,-6.494694,-3.1560986,
0.5622898,-6.459551,-3.184213,
0.52714664,-6.51578,-3.1631272,
0.5622898,-6.5228086,-3.1350126,
0.5693184,-6.51578,-3.1701558,
0.5904043,-6.473608,-3.1420412,
0.5693184,-6.4525223,-3.1701558,
0.15462969,-6.1784062,-3.8027318,
0.89263505,-6.958583,0.40766007,
0.7872057,-5.7566886,-4.57588,
0.46388906,-4.8289104,-5.7777743,
0.316288,-6.494694,-3.0576978,
0.3795456,-6.4876657,-3.1560986,
0.3795456,-6.5438943,-3.1631272,
0.3795456,-6.4876657,-3.1771843,
0.3233166,-6.4876657,-3.1350126,
0.21085866,-6.51578,-3.4161575,
0.11245795,-6.5438943,-3.2685564,
0.09137209,-6.557952,-3.2404418,
0.1897728,-6.572009,-3.2263846,
0.23194453,-6.6001234,-3.2263846,
0.26005903,-6.6001234,-3.1631272,
0.3865742,-6.382236,-3.205299,
0.4498318,-6.3470926,-3.2896423,
0.42874596,-6.3330355,-3.275585,
0.45686045,-6.326007,-3.2755852,
0.4498318,-6.340064,-3.2615278,
0.48497492,-6.368179,-3.310728,
0.4076601,-6.3119497,-3.2755852,
0.2881735,-6.2627497,-3.3950715,
0.1897728,-6.2276063,-3.444272,
0.1897728,-6.2627497,-3.4583292,
0.1616583,-6.3330355,-3.3739858,
0.0632576,-6.3189783,-3.331814,
0.04217173,-6.3892646,-3.310728,
-0.08459057,-6.4103503,-3.2474706,
-0.2532775,-6.810982,-1.7082022,
0.36548835,-6.199492,3.3175097,
0.2530304,-6.4314365,2.5092182,
0.1897728,-6.473608,2.4459605,
0.1897728,-6.4876657,2.4037888,
0.21085866,-6.5438943,2.249159,
0.17571555,-6.51578,2.249159,
0.08434346,-6.4876657,2.14373,
0.1265152,-6.51578,2.0875008,
0.1616583,-6.557952,1.8766421,
0.14057244,-6.5509233,1.897728,
0.1265152,-6.51578,1.806356,
0.10542933,-6.5438943,1.806356,
0.1265152,-6.5087514,1.4689821,
0.15462968,-6.7055526,0.27411628,
0.021085866,-6.7196097,-1.2161988,
0.04217173,-6.3330355,-2.9663255,
0.3795456,-6.0448623,-3.683245,
0.3795456,-6.0729766,-3.6059303,
0.3795456,-6.2346354,-3.1631272,
0.3795456,-6.2205777,-3.1560986,
0.42171735,-6.290864,-3.0787835,
0.33737385,-6.326007,-3.0576978,
0.3795456,-6.2838354,-2.9733543,
0.35845974,-6.2697783,-2.9733543,
0.33737385,-6.290864,-2.9733543,
0.2881735,-6.3470926,-2.8468392,
0.29520214,-6.3752074,-2.8468392,
-0.0635047,-2.2494063,-7.317043,
0.29520214,-2.9663258,-6.97264,
0.33737385,-3.4794152,-6.642295,
0.3444025,-3.6059303,-6.5790377,
0.45686045,-4.8851395,-5.4614863,
0.7942343,-6.51578,-1.9471754,
0.8223488,-6.424408,-2.1720915,
0.6044615,-6.642295,-0.16190542,
0.6677191,-6.5790377,0.4428032,
0.6958336,-6.3892646,0.9277781,
0.8856064,-5.883204,2.2913308,
0.83640605,-5.805889,2.5443614,
0.8223488,-5.8199463,2.5935616,
0.89263505,-5.791832,2.4459605,
0.90669227,-5.805889,2.417846,
0.9277781,-6.037833,1.8696135,
1.0121216,-5.925376,2.0664148,
0.8574919,-5.869147,2.1156154,
0.96994984,-6.0729766,1.4197817,
1.0894365,-6.3892646,-1.398943,
1.0261788,-6.213549,-2.38295,
0.8293774,-5.306857,-4.660224,
0.78017706,-5.13817,-4.842968,
0.68177634,-4.878111,-5.2717137,
0.30223075,-3.5426726,-6.51578,
0.27411625,-3.5426726,-6.5368657,
0.2811449,-3.5497012,-6.5438943,
0.2881735,-3.5286155,-6.51578,
0.2881735,-3.5567298,-6.51578,
0.2530304,-3.500501,-6.5509233,
0.2249159,-3.55673,-6.557952,
0.21085866,-3.4934723,-6.5509233,
0.23897316,-3.5707872,-6.5368657,
0.2530304,-3.5707872,-6.557952,
0.316288,-3.6059303,-6.51578,
0.29520214,-3.704331,-6.424408,
0.316288,-3.837875,-6.3470926,
0.27411625,-3.816789,-6.3611503,
0.30223075,-3.7957032,-6.326007,
0.21788728,-5.7285743,-4.196335,
0.632576,-6.656352,0.2740339,
0.4146887,-5.9042897,3.0996225,
0.46388906,-5.925376,3.0996225,
0.5693184,-5.9183474,2.9801357,
0.61851877,-5.9464617,2.937964,
0.3795456,-6.572009,0.836406,
-0.0071659004,-1.9682612,-7.3381286,
-1.3727778E-4,-2.0385475,-7.3311,
0.04217173,-2.3688927,-7.225671,
0.056228977,-2.5024366,-7.1553845,
0.07731484,-2.5586655,-7.1132126,
-8.236666E-5,-2.6711235,-7.0780697,
-8.236666E-5,-2.7414098,-7.0218406,
-0.028224312,-2.9874115,-6.909383,
-2.471E-4,-3.0647264,-6.8953257,
-0.02830668,-3.1631272,-6.832068,
-0.042336468,-3.7957032,-6.4103503,
0.16868693,-6.5579515,-1.7082022,
1.1597227,-5.869147,2.8114488,
1.2018944,-5.841032,2.7622485,
1.2018944,-6.009719,2.4670465,
1.2159517,-5.9675474,2.3686457,
1.0964651,-6.0448623,2.235102,
0.7590912,-6.276807,1.6165831,
-0.08459057,-3.409129,-6.6001234,
-0.1267623,-3.3810143,-6.6352663,
-0.042418834,-3.388043,-6.5860662,
-0.021332968,-3.4372435,-6.5790377,
-0.0143043455,-3.4794152,-6.5790377,
-0.0143043455,-3.4794152,-6.5368657,
0.0,-3.5145583,-6.51578,
-2.1964444E-4,-3.5848444,-6.51578,
0.0632576,-3.6973023,-6.4033217,
0.5060608,-4.6391377,-5.566916,
1.2229803,-5.9113183,2.75522,
1.1667513,-6.023776,2.4108174,
1.1667513,-6.080005,2.1718442,
1.1386368,-6.080005,2.1859016,
1.17378,-6.3330355,1.1667513,
1.0542934,-5.6512594,-3.9433043,
0.46388906,-5.826975,-3.8659892,
0.29520214,-5.8761754,-3.7957032,
0.3233166,-5.9816046,-3.6410735,
0.3795456,-5.9464617,-3.5637586,
0.2881735,-5.974576,-3.5848444,
0.18274418,-6.10812,-3.4302146,
0.6958336,-6.621209,-2.8257532,
0.57634705,-6.501723,-3.0998695,
0.58337563,-6.51578,-3.1209555,
0.6044615,-6.5368657,-3.0998695,
0.5974329,-6.51578,-3.1209555,
0.57634705,-6.51578,-3.106898,
0.5974329,-6.4876657,-3.127984,
0.5974329,-6.5509233,-3.127984,
0.55526114,-6.4665794,-3.106898,
0.5974329,-6.5438943,-3.1139266,
0.5693184,-6.494694,-3.0998695,
0.6044615,-6.529837,-3.127984,
0.5904043,-6.51578,-3.1420412,
0.5974329,-6.5649805,-3.1139266,
0.57634705,-6.5368657,-3.127984,
0.58337563,-6.51578,-3.1560986,
0.61149013,-6.51578,-3.1420412,
0.58337563,-6.51578,-3.1209555,
0.5974329,-6.51578,-3.127984,
0.61851877,-6.494694,-3.1350126,
0.632576,-6.5368657,-3.0998695,
0.6044615,-6.557952,-3.1350126,
0.5974329,-6.51578,-3.1350126,
0.6044615,-6.5228086,-3.1139266,
0.61149013,-6.5368657,-3.1420412,
0.5622898,-6.4876657,-3.1350126,
0.632576,-6.51578,-3.1420412,
0.632576,-6.5087514,-3.127984,
0.5904043,-6.5509233,-3.14907,
0.5974329,-6.51578,-3.1350126,
0.54823256,-6.51578,-3.1209555,
0.6044615,-6.501723,-3.1209555,
0.61851877,-6.5509233,-3.1139266,
0.5974329,-6.529837,-3.0858123,
0.5904043,-6.494694,-3.1209555,
0.5693184,-6.51578,-3.1209555,
0.58337563,-6.51578,-3.127984,
0.5974329,-6.494694,-3.0998695,
0.5974329,-6.501723,-3.1209555,
0.632576,-6.51578,-3.1420412,
0.57634705,-6.5509233,-3.127984,
0.6044615,-6.494694,-3.127984,
0.5974329,-6.5228086,-3.127984,
0.6044615,-6.5087514,-3.106898,
0.5693184,-6.51578,-3.1139266,
0.5904043,-6.5649805,-3.1139266,
0.57634705,-6.5087514,-3.127984,
0.5974329,-6.5509233,-3.127984,
0.62554735,-6.5087514,-3.127984,
0.61149013,-6.51578,-3.0998695,
0.58337563,-6.5438943,-3.1631272,
0.5974329,-6.5438943,-3.127984,
0.61851877,-6.5368657,-3.127984,
0.61851877,-6.494694,-3.1209555,
0.58337563,-6.5368657,-3.0787835,
0.632576,-6.5438943,-3.127984,
0.57634705,-6.4876657,-3.1560986,
0.58337563,-6.529837,-3.1209555,
0.5693184,-6.5087514,-3.127984,
0.5974329,-6.494694,-3.1139266,
0.61851877,-6.494694,-3.0998695,
0.5904043,-6.51578,-3.1420412,
0.57634705,-6.5087514,-3.0998695,
0.58337563,-6.51578,-3.1139266,
0.5693184,-6.5228086,-3.127984,
0.55526114,-6.5368657,-3.1631272,
0.57634705,-6.51578,-3.14907,
0.6044615,-6.51578,-3.106898,
0.61149013,-6.51578,-3.1209555,
0.5693184,-6.51578,-3.0998695,
0.632576,-6.51578,-3.1420412,
0.6044615,-6.501723,-3.14907,
0.58337563,-6.5438943,-3.1209555,
0.58337563,-6.5438943,-3.0998695,
0.5693184,-6.51578,-3.127984,
0.55526114,-6.51578,-3.1350126,
0.61851877,-6.5438943,-3.1350126,
0.5904043,-6.51578,-3.1420412,
0.61149013,-6.51578,-3.1139266,
0.5904043,-6.51578,-3.0998695,
0.61149013,-6.5368657,-3.1209555,
0.5693184,-6.501723,-3.1209555,
0.61149013,-6.494694,-3.1209555,
0.5693184,-6.557952,-3.1209555,
0.5693184,-6.51578,-3.0998695,
0.576347,-6.51578,-3.0998695,
0.5974329,-6.501723,-3.1560986,
0.57634705,-6.5228086,-3.1420412,
0.5904043,-6.4806366,-3.1420412,
0.58337563,-6.51578,-3.1139266,
0.58337563,-6.529837,-3.0998695,
0.54823256,-6.51578,-3.1350126,
0.57634705,-6.51578,-3.127984,
0.58337563,-6.51578,-3.127984,
0.5974329,-6.51578,-3.0858123,
0.5904043,-6.51578,-3.1560986,
0.62554735,-6.5228086,-3.1631272,
0.5904043,-6.529837,-3.1350126,
0.5904043,-6.5368657,-3.1209555,
0.5974329,-6.572009,-3.1631272,
0.5904043,-6.529837,-3.0998695,
0.61149013,-6.5368657,-3.1139266,
0.5904043,-6.5228086,-3.1420412,
0.5693184,-6.5438943,-3.127984,
0.5693184,-6.5438943,-3.14907,
0.61851877,-6.501723,-3.0998695,
0.5693184,-6.51578,-3.1209555,
0.5904043,-6.5087514,-3.0998695,
0.5904043,-6.51578,-3.0858123,
0.5693184,-6.51578,-3.0998695,
0.61149013,-6.51578,-3.1209555,
0.5974329,-6.494694,-3.1209555,
0.5693184,-6.529837,-3.1631272,
0.5693184,-6.51578,-3.1631272,
0.5693184,-6.51578,-3.1209555,
0.5693184,-6.51578,-3.1420412,
0.5974329,-6.494694,-3.0998695,
0.61149013,-6.5368657,-3.1209555,
0.5693184,-6.501723,-3.0998695,
0.61149013,-6.5087514,-3.1350126,
0.5693184,-6.51578,-3.14907,
0.62554735,-6.529837,-3.1350126,
0.5693184,-6.5509233,-3.1139266,
0.5974329,-6.51578,-3.127984,
0.576347,-6.51578,-3.127984,
0.5974329,-6.51578,-3.0998695,
0.5693184,-6.5228086,-3.1560986,
0.54823256,-6.494694,-3.1209555,
0.61149013,-6.494694,-3.0998695,
0.5974329,-6.51578,-3.1209555,
0.5693184,-6.51578,-3.1139266,
0.5974329,-6.5087514,-3.0998695,
0.57634705,-6.529837,-3.127984,
0.6044615,-6.529837,-3.1350126,
0.5904043,-6.51578,-3.1350126,
0.5693184,-6.5438943,-3.1209555,
0.5693184,-6.5438943,-3.127984,
0.6044615,-6.51578,-3.1560986,
0.58337563,-6.5087514,-3.1350126,
0.5904043,-6.4665794,-3.0998695,
0.58337563,-6.51578,-3.071755,
0.5904043,-6.473608,-3.1420412,
0.57634705,-6.5438943,-3.092841,
0.5904043,-6.5087514,-3.1631272,
0.61851877,-6.5438943,-3.1209555,
0.5974329,-6.5228086,-3.127984,
0.5693184,-6.5228086,-3.106898,
0.57634705,-6.51578,-3.1139266,
0.5693184,-6.51578,-3.1420412,
0.6044615,-6.5228086,-3.0998695,
0.5904043,-6.5228086,-3.1420412,
0.61149013,-6.51578,-3.127984,
0.57634705,-6.5228086,-3.127984,
0.6044615,-6.5438943,-3.1209555,
0.5904043,-6.51578,-3.1420412,
0.62554735,-6.51578,-3.0998695,
0.55526114,-6.51578,-3.092841,
0.5693184,-6.51578,-3.1420412,
0.61851877,-6.4876657,-3.14907,
0.5693184,-6.5368657,-3.0998695,
0.61851877,-6.529837,-3.1209555,
0.5693184,-6.494694,-3.1139266,
0.5904043,-6.4876657,-3.106898,
0.5904043,-6.5368657,-3.1209555,
0.61149013,-6.5368657,-3.1420412,
0.5412039,-6.501723,-3.1139266,
0.57634705,-6.51578,-3.106898,
0.5904043,-6.5649805,-3.1209555,
0.5693184,-6.51578,-3.127984,
0.5904043,-6.501723,-3.1420412,
0.5974329,-6.51578,-3.1209555,
0.61149013,-6.51578,-3.0998695,
0.5904043,-6.501723,-3.0998695,
