Skladowa H, Regulator Alfa, Regulator Beta, Uchyb Alfa, Uchyb Beta, PWM, Reg Alfa Rate, Reg Beta Rate
0.0,0.0,0.0,-2.2461884,-0.30793,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2482343,-0.2995758,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2546918,-0.3067627,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2536805,-0.33396912,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,-0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,-0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,-0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,-0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2502635,-0.32727814,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2321062,-0.31380463,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2321062,-0.31380463,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2556686,-0.31484222,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2348733,-0.32148743,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2171803,-0.33579254,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2466233,-0.3379898,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2487073,-0.34256744,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2487073,-0.34256744,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2487073,-0.34256744,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2495537,-0.33073425,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2495537,-0.33073425,0.0,0.0,0.0,
0.0,0.0,0.0,-2.234383,-0.29606628,0.0,0.0,0.0,
0.0,0.0,0.0,-2.234383,-0.29606628,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,-0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,-0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,-0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,-0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,-0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2436779,-0.29981995,0.0,0.0,0.0,
0.0,0.0,0.0,-2.246654,-0.3083954,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,-0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,-0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,-0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,-0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,-0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,-0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.264039,-0.29837036,0.0,0.0,0.0,
0.0,0.0,0.0,-2.243801,-0.30287933,0.0,0.0,0.0,
0.0,0.0,0.0,-2.235704,-0.31855774,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2746944,-0.31715393,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2415555,-0.29228973,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2411015,-0.30810547,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2411015,-0.30810547,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2411015,-0.30810547,0.0,0.0,0.0,
5000.0,0.3622872,0.049793504,-2.2632465,-0.31341553,5000.0,0.010737445,-0.0026540523,
5000.0,0.7965064,0.10788443,-2.264952,-0.3122635,5000.0,0.1385301,0.01735476,
5000.0,0.9029806,0.12244288,-2.264952,-0.3122635,5000.0,0.1385301,0.01735476,
5000.0,1.0831432,0.14693597,-2.264952,-0.3122635,5000.0,0.1385301,0.01735476,
5000.0,1.4392886,0.19633697,-2.264952,-0.3122635,5000.0,0.35316542,0.043446053,
5000.0,1.5453901,0.21112338,-2.2574146,-0.31575012,5000.0,0.52579266,0.06749027,
5000.0,1.7104807,0.2336128,-2.2624576,-0.31246185,5000.0,0.62854767,0.079022266,
5000.0,3.58918,0.4953791,-2.2770355,-0.33203888,5003.0,2.5029488,0.33867818,
5000.0,4.3570747,0.6070518,-2.2744544,-0.33530426,5003.0,2.5029488,0.33867818,
5000.0,4.8280125,0.673026,-2.2744544,-0.33530426,5003.0,2.5029488,0.33867818,
5000.0,5.047509,0.7046733,-2.271264,-0.31730652,5006.0,2.5029488,0.33867818,
5000.0,5.2735696,0.7368992,-2.271264,-0.31730652,5006.0,6.075828,0.8384377,
5000.0,5.7925687,0.811382,-2.2600017,-0.3242798,5007.0,6.8225293,0.9428941,
5000.0,5.8898096,0.82519764,-2.2616236,-0.32144165,5007.0,6.8225293,0.9428941,
5000.0,6.0864315,0.8528525,-2.2616367,-0.31720734,5007.0,8.133995,1.1277207,
5000.0,6.2064295,0.8695302,-2.2616367,-0.31720734,5007.0,8.133995,1.1277207,
5000.0,6.5065703,0.91205275,-2.2554932,-0.31667328,5010.0,8.983147,1.2428728,
5000.0,7.4433727,1.0451306,-2.2554932,-0.31667328,5013.0,12.135529,1.6922064,
5000.0,7.615307,1.0702742,-2.2554932,-0.31667328,5013.0,12.135529,1.6922064,
5000.0,7.9533587,1.1194712,-2.2704494,-0.33021545,5015.0,13.174597,1.8359727,
5000.0,8.216461,1.1570659,-2.2704494,-0.33021545,5016.0,14.7130785,2.0501182,
5000.0,8.442627,1.1887546,-2.2704494,-0.33021545,5017.0,15.505529,2.1629727,
5000.0,8.517118,1.1992823,-2.2704494,-0.33021545,5017.0,15.505529,2.1629727,
5000.0,8.629631,1.2150667,-2.2704494,-0.33021545,5017.0,16.38294,2.2864933,
5000.0,8.739668,1.2306876,-2.2704494,-0.33021545,5017.0,16.38294,2.2864933,
5000.0,8.951112,1.2604698,-2.2704494,-0.33021545,5017.0,17.539831,2.452104,
5000.0,10.003977,1.4031984,-2.240974,-0.29917908,5023.0,18.904015,2.642542,
5000.0,10.184428,1.4271736,-2.240974,-0.29917908,5025.0,18.904015,2.642542,
5000.0,10.274324,1.4394896,-2.240974,-0.29917908,5026.0,23.215425,3.243725,
5000.0,10.589395,1.4850291,-2.2494545,-0.32276154,5026.0,23.215425,3.243725,
5000.0,10.977981,1.5398629,-2.2494545,-0.32276154,5028.0,25.11041,3.5096786,
5000.0,11.92717,1.6736488,-2.2331522,-0.3238678,5035.0,31.334602,4.382783,
5000.0,12.120986,1.7010936,-2.2250857,-0.31329346,5037.0,31.334602,4.382783,
5000.0,12.442627,1.7484854,-2.2394056,-0.3311844,5037.0,31.334602,4.382783,
5000.0,13.03711,1.8286245,-2.2488708,-0.29100037,5042.0,34.787518,4.8685784,
5000.0,13.146881,1.8433493,-2.2488708,-0.29100037,5043.0,38.0817,5.325283,
5000.0,13.895005,1.9476144,-2.238244,-0.32328033,5047.0,41.460484,5.80244,
5000.0,14.716138,2.0599954,-2.2555718,-0.31655884,5054.0,45.314297,6.341612,
5000.0,15.006522,2.1006694,-2.2321374,-0.30807495,5056.0,48.52621,6.795129,
5000.0,15.25954,2.1558478,-1.9550471,-0.38815308,5059.0,51.96023,7.3148227,
5000.0,15.319382,2.1728091,-1.3924888,-0.437294,5059.0,52.442,7.4308085,
5000.0,15.064473,2.214503,4.909202,-0.42514038,5059.0,52.277557,7.616109,
5000.0,14.121733,2.2488804,13.162023,-0.37416077,5059.0,51.523125,7.791391,
5000.0,13.392002,2.2645388,13.162023,-0.37416077,5059.0,51.523125,7.791391,
5000.0,12.499983,2.2791357,19.854609,-0.31277466,5059.0,51.523125,7.791391,
5000.0,7.7715273,2.3330934,27.804531,-0.2731781,5059.0,51.115406,8.408785,
5000.0,6.3213964,2.346102,29.072218,-0.2580185,5059.0,51.115406,8.408785,
5000.0,5.240384,2.3549457,29.072218,-0.2580185,5059.0,51.115406,8.408785,
5000.0,3.5398035,2.3679242,31.074648,-0.23406982,5059.0,51.175182,8.731697,
5000.0,-2.3401685,2.416009,33.906834,-0.20861816,5059.0,50.592327,9.251696,
5000.0,-2.358911,2.5280557,35.89084,-0.22935486,5059.0,48.95681,10.441854,
5000.0,-2.3590307,2.5382001,35.89084,-0.22935486,5059.0,48.773335,10.638322,
5000.0,-2.3599825,2.6441321,35.89084,-0.22935486,5059.0,48.773335,10.638322,
5000.0,-2.3603501,2.7221627,36.01425,-0.20855713,5059.0,46.844063,12.746141,
5000.0,-2.3604317,2.7343974,36.01425,-0.20855713,5059.0,46.591644,13.027754,
5000.0,-2.3603632,2.7463849,36.030354,-0.21201324,5059.0,46.591644,13.027754,
5000.0,-2.3610692,2.7999218,36.030354,-0.21201324,5059.0,45.925243,13.803708,
5000.0,-2.3612926,2.8085666,36.030354,-0.21201324,5059.0,45.925243,13.803708,
5000.0,-2.3615828,2.8263788,36.030354,-0.21201324,5059.0,45.59452,14.15385,
5000.0,-2.3614979,2.8549278,36.15453,-0.20523834,5059.0,45.388016,14.418891,
5000.0,-2.3590212,3.025154,35.98078,-0.22499084,5060.0,44.159397,15.964922,
5000.0,-2.3581765,3.082821,35.98078,-0.22499084,5060.0,44.159397,15.964922,
5000.0,-2.3581219,3.222102,35.98078,-0.22499084,5061.0,41.605164,19.376345,
5000.0,-2.3581302,3.2431645,35.819275,-0.23686981,5061.0,41.605164,19.376345,
5000.0,-2.3578308,3.276803,35.785507,-0.22722626,5061.0,41.1641,19.988108,
5000.0,-2.3568652,3.3171275,35.77359,-0.2322464,5061.0,40.84921,20.441675,
5000.0,-2.3568735,3.3271015,35.77359,-0.2322464,5061.0,40.522385,20.899412,
5000.0,-2.3564909,3.3490007,35.77359,-0.2322464,5061.0,40.522385,20.899412,
5000.0,-2.3570368,3.3811305,35.69595,-0.21520996,5061.0,40.055233,21.576225,
5000.0,-2.3569775,3.4118218,35.69595,-0.21520996,5061.0,40.055233,21.576225,
5000.0,-2.356466,3.4843426,35.71965,-0.2249527,5061.0,39.095146,22.949488,
5000.0,-2.356374,3.4960537,35.71965,-0.2249527,5061.0,39.095146,22.949488,
5000.0,-2.362694,3.5429618,35.71965,-0.2249527,5061.0,39.095146,22.949488,
5000.0,-2.364166,3.5637908,35.71965,-0.2249527,5062.0,39.095146,22.949488,
5000.0,-2.3648918,3.5830503,36.471878,-0.20908356,5062.0,37.700485,24.756306,
5000.0,-2.365254,3.5904388,36.471878,-0.20908356,5062.0,37.574604,24.922905,
5000.0,-2.3686566,3.6701803,36.65194,-0.29937744,5062.0,36.809544,26.027185,
5000.0,-2.3722818,3.7035582,36.65194,-0.29937744,5062.0,36.42126,26.494286,
5000.0,-2.3696826,3.7261562,37.00451,-0.29634094,5062.0,36.27724,26.66499,
5000.0,-2.3682194,3.7816095,36.834053,-0.32292175,5063.0,35.92988,27.376408,
5000.0,-2.368413,3.7959845,36.834053,-0.32292175,5063.0,35.92988,27.376408,
5000.0,-2.3675396,3.8271475,36.7549,-0.32659912,5063.0,35.521782,28.06837,
5000.0,-2.3656747,3.8909698,36.58693,-0.33465576,5063.0,35.22828,28.600506,
5000.0,-2.3654299,3.9072342,36.58693,-0.33465576,5064.0,35.22828,28.600506,
5000.0,-2.3654988,3.9513574,36.54979,-0.3344803,5064.0,34.67815,29.551493,
5000.0,-2.3644967,4.0117717,36.54979,-0.3344803,5064.0,34.288677,30.241745,
5000.0,-2.3644679,4.096852,36.447117,-0.332489,5064.0,33.979332,30.788557,
5000.0,-2.1793468,4.1256194,36.447117,-0.332489,5065.0,35.075264,31.536507,
5000.0,-1.1945008,4.2908897,36.447117,-0.332489,5079.0,35.075264,31.536507,
5000.0,4.9298477,5.0647235,-30.915699,-3.57164,5085.0,51.067825,33.915024,
5000.0,11.539586,5.7614098,-38.24738,-3.9940262,5085.0,51.067825,33.915024,
5000.0,20.581455,6.6574035,-41.629223,-4.080612,5094.0,56.08462,35.724403,
5000.0,24.628082,7.059494,-41.713852,-4.1365204,5095.0,59.81845,36.89692,
5000.0,25.4119,7.399609,-41.438896,-4.316887,5098.0,60.984867,37.305847,
5000.0,25.403036,7.9972363,-40.41988,-4.606659,5103.0,62.820232,37.941067,
5000.0,25.393358,8.683724,-39.410583,-4.75296,5103.0,68.42588,39.90896,
5000.0,25.390368,8.881318,-39.410583,-4.75296,5103.0,68.42588,39.90896,
5000.0,25.373762,10.120429,-37.52167,-5.3146515,5116.0,74.78848,42.52298,
5000.0,25.36784,10.555921,-36.858482,-5.496727,5119.0,77.06175,43.567886,
5000.0,25.373478,13.232016,-37.214237,-4.923889,5139.0,89.64375,49.241344,
5000.0,25.392927,13.857064,-38.561295,-4.781578,5139.0,89.64375,49.241344,
5000.0,25.40385,14.298997,-38.561295,-4.781578,5139.0,94.67103,51.565968,
5000.0,25.407085,14.496159,-38.561295,-4.781578,5139.0,94.67103,51.565968,
5000.0,25.417603,15.387117,-41.527386,-5.0622177,5139.0,101.8546,55.50746,
5000.0,25.418545,15.630425,-41.527386,-5.0622177,5159.0,101.8546,55.50746,
5000.0,25.422506,17.121582,-42.253716,-5.6330566,5162.0,109.24551,60.219894,
5000.0,25.41909,17.93589,-42.253716,-5.6330566,5177.0,113.73867,63.414906,
5000.0,25.41616,18.434874,-41.801357,-5.986679,5177.0,113.73867,63.414906,
5000.0,25.414865,18.720875,-41.801357,-5.986679,8078.0,113.73867,63.414906,
5000.0,25.413177,19.396814,-41.801357,-5.986679,8078.0,118.661476,67.264755,
5000.0,25.410265,24.981243,-41.801357,-5.986679,8078.0,134.74072,81.1468,
5000.0,25.40786,25.08464,-41.801357,-5.986679,5231.0,134.74072,81.1468,
5000.0,25.40752,25.086405,-41.801357,-5.986679,5244.0,147.36023,93.67241,
5000.0,25.407026,25.086792,-41.801357,-5.986679,5248.0,150.69594,97.00845,
5000.0,25.407312,25.084808,-40.808315,-8.50885,5252.0,152.80913,99.05083,
5000.0,25.404781,25.087029,-40.50457,-8.697403,5252.0,161.67921,107.9252,
5000.0,25.404451,25.087627,-40.50457,-8.697403,5252.0,161.67921,107.9252,
5000.0,25.403938,25.08857,-40.383026,-8.841637,5252.0,164.19113,110.46426,
5000.0,25.40125,25.092876,-40.383026,-8.841637,5282.0,169.8223,116.20014,
5000.0,25.401234,25.094969,-40.383026,-8.841637,5282.0,169.8223,116.20014,
5000.0,25.404205,25.09848,-40.17975,-9.771912,5299.0,169.8223,116.20014,
5000.0,25.406734,25.096905,-40.17975,-9.771912,5314.0,182.59178,128.81462,
5000.0,25.408617,25.09585,-40.17975,-9.771912,5316.0,182.59178,128.81462,
5000.0,25.415415,25.091795,-41.5272,-9.189148,5316.0,188.74577,134.56029,
5000.0,25.415249,25.091776,-41.48968,-9.187325,5316.0,188.74577,134.56029,
5000.0,25.414253,25.091585,-41.5903,-9.219345,5333.0,196.25293,141.92154,
5000.0,25.412432,25.094053,-41.248894,-9.391731,5352.0,199.59871,145.30585,
5000.0,25.413307,25.09588,-41.317745,-9.561661,5364.0,209.01921,154.69225,
5000.0,25.413189,25.096535,-41.317745,-9.561661,5364.0,209.01921,154.69225,
5000.0,25.413155,25.09723,-41.317745,-9.561661,5370.0,209.01921,154.69225,
5000.0,25.412956,25.097567,-41.317745,-9.561661,5370.0,212.89468,158.54518,
5000.0,25.411634,25.100618,-41.231464,-10.0476,5389.0,220.74527,166.38939,
5000.0,25.411139,25.100761,-41.231464,-10.0476,5389.0,220.74527,166.38939,
5000.0,25.410828,25.10068,-41.231464,-10.0476,5389.0,226.24492,171.87807,
5000.0,25.41043,25.099411,-41.231464,-10.0476,5389.0,226.24492,171.87807,
5000.0,25.409061,25.100214,-41.231464,-10.0476,5389.0,226.24492,171.87807,
5000.0,25.414513,25.093433,-41.433617,-9.437569,5435.0,240.36302,185.78773,
5000.0,25.41645,25.090622,-41.635105,-9.067261,5442.0,246.27141,191.39923,
5000.0,25.102388,25.076557,-11.85905,-7.790558,5442.0,250.86134,195.78436,
5000.0,25.036036,25.071018,-5.3479333,-7.264862,5442.0,250.86134,195.78436,
5000.0,24.923542,25.06192,-5.3479333,-7.264862,5442.0,250.86134,195.78436,
5000.0,23.954523,25.046541,13.106553,-4.826187,5442.0,243.1297,200.86496,
5000.0,19.194353,25.024641,21.354025,-3.5009384,5448.0,243.64835,203.93004,
5000.0,12.009201,25.014202,21.354025,-3.5009384,5457.0,246.05708,210.93365,
5000.0,11.651652,25.018682,-16.725306,-1.1169052,5486.0,249.83624,214.28447,
5000.0,14.956322,25.026352,-16.725306,-1.1169052,5489.0,268.56003,221.89714,
5000.0,20.35919,25.034246,-41.884495,-3.3372803,5497.0,270.72046,224.17589,
5000.0,22.071968,25.03615,-41.884495,-3.3372803,5499.0,270.72046,224.17589,
5000.0,23.86078,25.037083,-41.884495,-3.3372803,5499.0,270.72046,224.17589,
5000.0,25.444578,25.038376,-41.884495,-3.3372803,5504.0,270.72046,224.17589,
5000.0,25.456736,25.040548,-45.07268,-3.9719467,5507.0,277.8877,230.96797,
5000.0,25.460737,25.040815,-45.07268,-3.9719467,5511.0,279.0628,232.02089,
5000.0,25.470007,25.042791,-45.07268,-3.9719467,5514.0,280.3488,233.22855,
5000.0,24.537498,25.011768,-45.07268,-3.9719467,5514.0,280.3488,233.22855,
5000.0,22.945501,24.984665,-45.07268,-3.9719467,5510.0,271.19055,239.21895,
5000.0,17.086273,24.656506,40.349762,2.6567764,5513.0,270.02258,242.86275,
5000.0,11.941352,24.303753,47.16553,3.294693,5516.0,269.94916,245.06969,
5000.0,6.1377616,23.924253,50.14604,3.112648,5519.0,270.38672,248.86748,
5000.0,4.443819,23.842676,50.14604,3.112648,5519.0,270.38672,248.86748,
5000.0,0.017481115,23.751627,36.587257,0.39121246,5519.0,272.44708,251.53941,
5000.0,-1.0447484,24.028233,36.587257,0.39121246,5519.0,286.6331,259.6899,
5000.0,-0.03573946,24.112436,36.587257,0.39121246,5519.0,286.6331,259.6899,
5000.0,1.0895847,24.188547,36.587257,0.39121246,5519.0,286.6331,259.6899,
5000.0,3.8146274,24.330173,36.587257,0.39121246,5519.0,286.6331,259.6899,
5000.0,5.1141806,24.38829,-34.273632,-1.5347977,5519.0,292.13025,265.39072,
5000.0,6.678507,24.465881,-34.807858,-1.7329178,5519.0,292.13025,265.39072,
5000.0,8.265209,24.560778,-34.807858,-1.7329178,5560.0,292.13025,265.39072,
5000.0,9.803197,24.6748,-28.633379,-2.1807938,5560.0,292.13025,265.39072,
5000.0,11.505244,24.820597,-23.594404,-2.0781631,5560.0,292.13025,265.39072,
5000.0,14.923458,25.00302,-7.9365273,-0.45070648,5567.0,290.97736,277.90033,
5000.0,15.6444235,25.001596,-7.9365273,-0.45070648,5576.0,292.6516,281.48108,
5000.0,15.855717,25.001274,-7.9365273,-0.45070648,5578.0,294.00375,283.9638,
5000.0,16.462126,25.000496,-3.454776,-0.055786133,5584.0,294.74088,285.229,
5000.0,16.746836,25.000166,-3.298146,-0.030555725,5584.0,297.13263,289.13525,
5000.0,17.298447,24.998789,-2.8031898,0.015365601,5596.0,300.89532,294.85428,
5000.0,17.419165,24.997782,-2.8031898,0.015365601,5596.0,300.89532,294.85428,
5000.0,17.907814,24.991129,-2.6126194,0.043647766,5601.0,304.01746,299.37186,
5000.0,18.14961,24.987387,-2.5767245,0.036849976,5609.0,304.01746,299.37186,
5000.0,18.453705,24.981323,-2.5767245,0.036849976,5615.0,307.2623,303.91974,
5000.0,18.557085,24.979296,-2.5767245,0.036849976,5615.0,307.2623,303.91974,
5000.0,18.925346,24.973585,-2.5767245,0.036849976,5623.0,312.16742,310.54047,
5000.0,19.268166,24.967129,-2.5767245,0.036849976,5627.0,314.85306,314.05984,
5000.0,19.504305,24.962044,-2.4832973,0.051712036,5631.0,314.85306,314.05984,
5000.0,19.884472,24.953789,-2.4832973,0.051712036,5640.0,318.9049,319.24954,
5000.0,20.195105,24.945568,-2.4832973,0.051712036,5642.0,318.9049,319.24954,
5000.0,20.964325,24.92873,-2.4804966,0.05067444,5660.0,327.6485,329.9973,
5000.0,21.349638,24.922823,-2.4585924,0.031288147,5667.0,330.66986,333.59448,
5000.0,23.291763,24.880756,-2.4559593,0.054130554,5662.0,246.62656,353.3613,
5000.0,23.823048,24.86737,-2.4559593,0.054130554,5662.0,332.0935,360.14624,
5000.0,24.28302,24.854795,-2.4589038,0.065093994,5752.0,332.0935,360.14624,
5000.0,24.376612,24.85218,-2.4633508,0.0671463,5752.0,332.0935,360.14624,
5000.0,24.602797,24.845484,-2.4633508,0.0671463,5752.0,361.70993,367.90848,
5000.0,25.024563,24.83228,-2.4633508,0.0671463,5648.0,356.41586,371.4357,
5000.0,25.024569,24.829897,-2.4633508,0.0671463,5648.0,378.49292,374.16934,
5000.0,25.024624,24.818321,-2.4601355,0.06879425,5648.0,284.53876,377.36914,
5000.0,25.024712,24.814476,-2.4601355,0.06879425,5648.0,364.42368,379.70438,
5000.0,25.024689,24.811123,-2.4601355,0.06879425,5648.0,364.42368,379.70438,
5000.0,25.024715,24.80355,-2.4772785,0.06377411,5735.0,349.43225,401.52377,
5000.0,25.024755,24.79944,-2.4772785,0.06377411,5777.0,349.43225,401.52377,
5000.0,25.024687,24.796032,-2.4772785,0.06377411,5777.0,364.60446,355.53522,
5000.0,25.024687,24.782501,-2.4677598,0.078315735,5743.0,462.55685,371.75912,
