Skladowa H, Regulator Alfa, Regulator Beta, Uchyb Alfa, Uchyb Beta, PWM, Reg Alfa Rate, Reg Beta Rate
0.0,0.0,0.0,-2.2630942,0.31269073,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2630942,0.31269073,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2578754,0.31802368,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2578754,0.31802368,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2578754,0.31802368,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2531877,0.31401062,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2153862,0.30762482,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2211926,0.30876923,0.0,0.0,0.0,
0.0,0.0,0.0,-2.225867,0.3162613,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2416942,0.3142929,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2416942,0.3142929,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2495015,0.31550598,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2495015,0.31550598,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2495015,0.31550598,0.0,0.0,0.0,
0.0,0.0,0.0,-2.257004,0.31225586,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2547925,0.3155365,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2547925,0.3155365,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2547925,0.3155365,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2547925,0.3155365,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2547925,0.3155365,0.0,0.0,0.0,
0.0,0.0,0.0,-2.234022,0.33229828,0.0,0.0,0.0,
0.0,0.0,0.0,-2.241502,0.33244324,0.0,0.0,0.0,
0.0,0.0,0.0,-2.241502,0.33244324,0.0,0.0,0.0,
0.0,0.0,0.0,-2.224956,0.30876923,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2281744,0.31388855,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2394314,0.32422638,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2394314,0.32422638,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2519672,0.29039764,0.0,0.0,0.0,
0.0,0.0,0.0,-2.245455,0.30070496,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2482343,0.2995758,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2546918,0.3067627,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2603707,0.34617615,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2321062,0.31380463,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2321062,0.31380463,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2321062,0.31380463,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2509573,0.32291412,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2556686,0.31484222,0.0,0.0,0.0,
0.0,0.0,0.0,-2.241676,0.32322693,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2348733,0.32148743,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2171803,0.33579254,0.0,0.0,0.0,
0.0,0.0,0.0,-2.250278,0.33700562,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2487073,0.34256744,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2487073,0.34256744,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2495537,0.33073425,0.0,0.0,0.0,
0.0,0.0,0.0,-2.234383,0.29606628,0.0,0.0,0.0,
0.0,0.0,0.0,-2.234383,0.29606628,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2386553,0.3065338,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2414033,0.32379913,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.236567,0.31327057,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2436779,0.29981995,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2551517,0.31762695,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2507362,0.3296051,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2376447,0.31085205,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2401247,0.32671356,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2625358,0.33260345,0.0,0.0,0.0,
0.0,0.0,0.0,-2.264039,0.29837036,0.0,0.0,0.0,
0.0,0.0,0.0,-2.235704,0.31855774,0.0,0.0,0.0,
0.0,0.0,0.0,-2.235704,0.31855774,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2746944,0.31715393,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2410703,0.3265915,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2410703,0.3265915,0.0,0.0,0.0,
0.0,0.0,0.0,-2.2411015,0.30810547,0.0,0.0,0.0,
5000.0,0.35095978,-0.0482754,-2.2632465,0.31341553,5000.0,0.0,0.0,
5000.0,0.7874404,-0.10664537,-2.264952,0.3122635,5000.0,0.13492545,-0.020795709,
5000.0,1.2725353,-0.17319064,-2.264952,0.3122635,5000.0,0.2887957,-0.041648824,
5000.0,1.6968791,-0.23174138,-2.2624576,0.31246185,5000.0,0.5654432,-0.07691951,
5000.0,1.8054645,-0.24686907,-2.260993,0.31661987,5000.0,0.6928263,-0.09830892,
5000.0,3.2836242,-0.4521298,-2.243625,0.31049347,5001.0,1.3975531,-0.19274896,
5000.0,3.3817356,-0.46573156,-2.243625,0.31049347,5001.0,2.488948,-0.34213242,
5000.0,3.4731672,-0.47851086,-2.2865932,0.3200302,5001.0,2.488948,-0.34213242,
5000.0,3.7233346,-0.5152496,-2.2744544,0.33530426,5002.0,2.488948,-0.34213242,
5000.0,5.0406923,-0.70374286,-2.271264,0.31730652,5004.0,5.542689,-0.7651768,
5000.0,5.2487836,-0.73337406,-2.271264,0.31730652,5005.0,5.542689,-0.7651768,
5000.0,5.4744654,-0.7657257,-2.271264,0.31730652,5005.0,6.3005915,-0.87240833,
5000.0,5.6817756,-0.79548234,-2.2575045,0.3232422,5005.0,6.76365,-0.9400132,
5000.0,5.7586102,-0.8064666,-2.2600017,0.3242798,5005.0,7.319504,-1.0173173,
5000.0,5.8694906,-0.82232505,-2.2616236,0.32144165,5005.0,7.319504,-1.0173173,
5000.0,7.0274606,-0.9846088,-2.2554932,0.31667328,5008.0,10.821445,-1.5049769,
5000.0,7.4320164,-1.0434723,-2.2554932,0.31667328,5010.0,11.498568,-1.5987296,
5000.0,7.7488117,-1.0899322,-2.2554932,0.31667328,5010.0,12.749613,-1.7723253,
5000.0,8.202841,-1.1551338,-2.2704494,0.33021545,5012.0,14.596218,-2.0353048,
5000.0,8.510356,-1.1983263,-2.2704494,0.33021545,5013.0,14.596218,-2.0353048,
5000.0,9.163354,-1.289607,-2.2704494,0.33021545,5015.0,18.070847,-2.5267594,
5000.0,9.348085,-1.3154186,-2.249626,0.3155899,5016.0,18.070847,-2.5267594,
5000.0,10.254147,-1.4366285,-2.240974,0.29917908,5020.0,23.177881,-3.247727,
5000.0,10.946564,-1.535449,-2.2494545,0.32276154,5021.0,24.200163,-3.3835828,
5000.0,12.207774,-1.7140962,-2.2270036,0.33434296,5028.0,32.367653,-4.535897,
5000.0,12.337528,-1.7333823,-2.2394056,0.3311844,5028.0,33.54237,-4.6920757,
5000.0,12.426962,-1.7462393,-2.2394056,0.3311844,5028.0,33.54237,-4.6920757,
5000.0,12.539299,-1.7621938,-2.2394056,0.3311844,5030.0,33.54237,-4.6920757,
5000.0,12.920302,-1.8133675,-2.2488708,0.29100037,5030.0,33.54237,-4.6920757,
5000.0,13.023645,-1.8268275,-2.2488708,0.29100037,5032.0,33.54237,-4.6920757,
5000.0,14.400478,-2.017453,-2.2555718,0.31655884,5039.0,45.89818,-6.434566,
5000.0,14.921809,-2.087992,-2.2321374,0.30807495,5042.0,45.89818,-6.434566,
5000.0,14.995311,-2.0990853,-2.2321374,0.30807495,5042.0,45.89818,-6.434566,
5000.0,15.089458,-2.1202288,-2.2321374,0.30807495,5042.0,45.89818,-6.434566,
5000.0,15.308036,-2.1890256,-1.3924888,0.437294,5044.0,52.50732,-7.453779,
5000.0,14.791899,-2.2276094,4.909202,0.42514038,5044.0,52.50732,-7.453779,
5000.0,13.463084,-2.2632017,13.162023,0.37416077,5043.0,51.282314,-7.8788686,
5000.0,10.248542,-2.3079867,22.83875,0.3032074,5042.0,51.04195,-8.100839,
5000.0,7.828216,-2.3325412,27.804531,0.2731781,5042.0,51.109634,-8.424676,
5000.0,6.6163244,-2.3435872,29.072218,0.2580185,5042.0,51.109634,-8.424676,
5000.0,-2.3388112,-2.4053953,33.5205,0.20912933,5041.0,50.800877,-9.196876,
5000.0,-3.8291671,-2.4146993,33.906834,0.20861816,5041.0,50.800877,-9.196876,
5000.0,-5.1282506,-2.4230392,34.21434,0.21800995,5041.0,50.315254,-9.414491,
5000.0,-10.9111805,-2.4599369,35.17619,0.2186203,5040.0,50.05074,-9.506285,
5000.0,-20.65112,-2.5208712,35.87144,0.21705627,5033.0,46.157433,-10.269157,
5000.0,-21.656116,-2.5273237,35.89084,0.22935486,5033.0,43.78188,-10.576652,
5000.0,-23.12817,-2.537456,35.89084,0.22935486,5031.0,43.11547,-10.645121,
5000.0,-25.359997,-2.650068,35.89084,0.22935486,5018.0,30.299423,-11.975664,
5000.0,-25.359926,-2.693172,35.89084,0.22935486,5011.0,25.016624,-12.532627,
5000.0,-25.35985,-2.7018132,35.987755,0.19948578,5010.0,23.98982,-12.639344,
5000.0,-25.360142,-2.7129707,36.01425,0.20855713,5009.0,23.98982,-12.639344,
5000.0,-25.36031,-2.7444572,36.030354,0.21201324,5005.0,23.98982,-12.639344,
5000.0,-25.360699,-2.788475,36.030354,0.21201324,5001.0,14.049204,-13.71758,
5000.0,-25.36141,-2.8533862,36.15453,0.20523834,4989.0,8.514623,-14.319953,
5000.0,-25.36131,-2.8637931,36.13211,0.22042847,4988.0,8.514623,-14.319953,
5000.0,-25.361216,-2.8752222,36.12297,0.23464966,4987.0,8.514623,-14.319953,
5000.0,-25.361126,-2.9169703,36.10895,0.24538422,4987.0,1.1060729,-15.14866,
5000.0,-25.360855,-2.9254453,36.08609,0.23370361,4980.0,1.1060729,-15.14866,
5000.0,-25.360651,-2.936243,36.08609,0.23370361,4980.0,-3.9810712,-15.730936,
5000.0,-25.359398,-3.0092611,35.98078,0.22499084,4970.0,-11.501764,-16.619473,
5000.0,-25.358614,-3.053008,35.98078,0.22499084,4969.0,-11.501764,-16.619473,
5000.0,-25.358175,-3.0825975,35.98078,0.22499084,4969.0,-19.00279,-17.526974,
5000.0,-25.357712,-3.1983838,35.98078,0.22499084,4969.0,-21.682756,-17.844955,
5000.0,-25.35745,-3.2942116,35.77359,0.2322464,4936.0,-40.123405,-20.159523,
5000.0,-25.356907,-3.3264449,35.77359,0.2322464,4932.0,-43.67392,-20.620457,
5000.0,-25.356567,-3.3359344,35.77359,0.2322464,4932.0,-47.21451,-21.086977,
5000.0,-25.356947,-3.4011488,35.69595,0.21520996,4922.0,-54.505642,-22.049072,
5000.0,-25.356956,-3.4111934,35.69595,0.21520996,4921.0,-55.56183,-22.20579,
5000.0,-25.35675,-3.4288027,35.676395,0.22537994,4921.0,-55.56183,-22.20579,
5000.0,-25.356255,-3.4829292,35.71965,0.2249527,4921.0,-61.302944,-22.973436,
5000.0,-25.357918,-3.5072846,35.71965,0.2249527,4921.0,-61.302944,-22.973436,
5000.0,-25.362589,-3.541775,35.71965,0.2249527,4921.0,-61.302944,-22.973436,
5000.0,-25.363503,-3.5518744,35.71965,0.2249527,4904.0,-61.302944,-22.973436,
5000.0,-25.368427,-3.668454,36.65194,0.29937744,4889.0,-76.80964,-25.105497,
5000.0,-25.369976,-3.7377138,36.966713,0.2926941,4882.0,-85.91264,-26.362225,
5000.0,-25.367535,-3.8261752,36.7549,0.32659912,4874.0,-97.2561,-28.047194,
5000.0,-25.367214,-3.8394759,36.7549,0.32659912,4872.0,-97.2561,-28.047194,
5000.0,-25.36577,-3.8885872,36.58693,0.33465576,4872.0,-100.59278,-28.560146,
5000.0,-25.365467,-3.93757,36.58693,0.33465576,4864.0,-104.473816,-29.155775,
5000.0,-25.364525,-4.0107384,36.54979,0.3344803,4859.0,-106.838844,-29.523867,
5000.0,-25.364569,-4.044106,36.54979,0.3344803,4855.0,-112.41125,-30.402365,
5000.0,-25.024069,-4.133873,36.447117,0.332489,4849.0,-117.65046,-30.290459,
5000.0,-22.49502,-4.5460486,-19.552364,3.157936,4859.0,-117.65046,-30.290459,
5000.0,-18.240677,-5.045895,-30.915699,3.57164,4858.0,-109.669266,-32.176674,
5000.0,-17.055893,-5.1755023,-30.915699,3.57164,4858.0,-109.669266,-32.176674,
5000.0,-8.404798,-6.0670667,-38.24738,3.9940262,4858.0,-111.55543,-33.532867,
5000.0,-6.605073,-6.246179,-38.24738,3.9940262,4858.0,-111.773476,-33.814404,
5000.0,-2.5852764,-6.640954,-41.629223,4.080612,4853.0,-111.773476,-33.814404,
5000.0,4.116537,-7.315836,-41.438896,4.316887,4852.0,-111.773476,-33.814404,
5000.0,6.251556,-7.547425,-41.438896,4.316887,4852.0,-111.977745,-35.817066,
5000.0,7.636247,-7.7027473,-40.700542,4.57708,4852.0,-111.977745,-35.817066,
5000.0,9.821899,-7.9511333,-40.41988,4.606659,4852.0,-111.977745,-35.817066,
5000.0,25.374659,-10.066907,-37.52167,5.3146515,4854.0,-105.914986,-39.540337,
5000.0,25.371637,-10.281849,-37.52167,5.3146515,4856.0,-105.914986,-39.540337,
5000.0,25.363634,-11.030703,-36.57325,5.5739517,4857.0,-100.655334,-41.752098,
5000.0,25.36144,-11.296204,-36.173664,5.6559677,4857.0,-100.655334,-41.752098,
5000.0,25.359999,-11.527845,-36.173664,5.6559677,4857.0,-100.655334,-41.752098,
5000.0,25.36214,-12.471687,-36.227837,5.407997,4859.0,-100.655334,-41.752098,
5000.0,25.365263,-12.979863,-36.162792,5.193596,4859.0,-91.54907,-46.154675,
5000.0,25.372925,-13.217462,-37.214237,4.923889,4863.0,-90.17451,-46.804623,
5000.0,25.379824,-13.42372,-37.916946,4.7886887,4863.0,-88.9341,-47.391285,
5000.0,25.385897,-13.614837,-38.561295,4.781578,4863.0,-88.9341,-47.391285,
5000.0,25.40315,-14.265406,-38.561295,4.781578,4863.0,-84.957596,-49.280334,
5000.0,25.40951,-14.656679,-38.561295,4.781578,4863.0,-81.21643,-51.19794,
5000.0,25.41755,-15.37184,-41.527386,5.0622177,4863.0,-77.75679,-53.07385,
5000.0,25.418545,-15.604186,-41.527386,5.0622177,4869.0,-77.75679,-53.07385,
5000.0,25.420408,-16.103622,-42.02531,5.3602295,4870.0,-77.75679,-53.07385,
5000.0,25.42291,-16.602774,-42.297287,5.4236298,4870.0,-77.75679,-53.07385,
5000.0,25.422794,-16.87368,-42.297287,5.4236298,4870.0,-77.75679,-53.07385,
5000.0,25.419262,-17.91207,-42.253716,5.6330566,4873.0,-68.240524,-58.933937,
5000.0,25.414936,-18.684135,-41.801357,5.986679,8434.0,-62.791092,-62.796326,
5000.0,25.411661,-22.313103,-41.801357,5.986679,8434.0,-61.51202,-63.730606,
5000.0,25.41097,-22.882704,-41.801357,5.986679,8434.0,-61.51202,-63.730606,
5000.0,25.410606,-24.097061,-41.801357,5.986679,8434.0,-44.883045,-77.163414,
5000.0,25.407394,-25.08478,-40.808315,8.50885,4878.0,-24.45109,-97.18691,
5000.0,25.40489,-25.087011,-40.50457,8.697403,4878.0,-24.45109,-97.18691,
5000.0,25.402983,-25.09041,-40.383026,8.841637,4878.0,-13.199256,-108.260994,
5000.0,25.401281,-25.09281,-40.383026,8.841637,4878.0,-10.968164,-110.45895,
5000.0,25.408518,-25.095903,-40.17975,9.771912,4879.0,4.2313724,-125.245255,
5000.0,25.41098,-25.093842,-40.17975,9.771912,4879.0,6.6635528,-127.60677,
5000.0,25.415398,-25.091812,-41.5272,9.189148,4879.0,9.114004,-129.99629,
5000.0,25.415764,-25.09185,-41.48968,9.187325,4879.0,9.114004,-129.99629,
5000.0,25.41591,-25.092213,-41.5903,9.219345,4879.0,9.114004,-129.99629,
5000.0,25.412807,-25.093494,-41.332073,9.250397,4879.0,17.67877,-138.4428,
5000.0,25.41331,-25.096266,-41.317745,9.561661,4879.0,30.627527,-151.14505,
5000.0,25.413351,-25.098969,-41.32481,9.82058,4879.0,35.60951,-156.03822,
5000.0,25.413162,-25.099371,-41.32481,9.82058,4879.0,39.036816,-159.3933,
5000.0,25.412624,-25.099901,-41.32481,9.82058,4879.0,39.036816,-159.3933,
5000.0,25.41251,-25.100094,-41.25414,10.007156,4879.0,39.036816,-159.3933,
5000.0,25.410864,-25.10071,-41.231464,10.0476,4879.0,46.63475,-166.90817,
5000.0,25.409105,-25.100168,-41.231464,10.0476,4879.0,46.63475,-166.90817,
5000.0,25.409246,-25.099464,-41.231464,10.0476,4879.0,46.63475,-166.90817,
5000.0,25.410564,-25.098719,-41.05821,9.879059,4879.0,60.69155,-180.84546,
5000.0,25.41174,-25.097115,-41.05821,9.879059,4879.0,60.69155,-180.84546,
5000.0,25.414488,-25.093483,-41.433617,9.437569,4879.0,65.37513,-185.5114,
5000.0,25.41637,-25.09068,-41.635105,9.067261,4879.0,65.37513,-185.5114,
5000.0,25.415602,-25.098524,-42.507256,9.534721,4879.0,65.37513,-185.5114,
5000.0,25.044796,-25.071878,-5.3479333,7.264862,4869.0,65.163704,-194.32133,
5000.0,24.95071,-25.063187,-5.3479333,7.264862,4869.0,65.163704,-194.32133,
5000.0,23.200127,-25.040037,17.776196,4.06443,4863.0,63.61115,-198.41508,
5000.0,22.1816,-25.034315,21.354025,3.5009384,4863.0,64.00014,-201.00891,
5000.0,13.370588,-25.015425,21.354025,3.5009384,4856.0,65.71628,-207.69714,
5000.0,8.906957,-25.011986,35.674614,1.316391,4854.0,65.71628,-207.69714,
5000.0,8.674406,-25.010658,-16.725306,1.1169052,4854.0,65.71628,-207.69714,
5000.0,18.391367,-25.031261,-16.725306,1.1169052,4868.0,89.86606,-221.5004,
5000.0,20.105087,-25.033823,-41.884495,3.3372803,4868.0,89.86606,-221.5004,
5000.0,25.45123,-25.039852,-45.07268,3.9719467,4869.0,96.8698,-227.79199,
5000.0,25.456099,-25.040518,-45.07268,3.9719467,4869.0,96.8698,-227.79199,
5000.0,25.46327,-25.041487,-45.07268,3.9719467,4869.0,96.8698,-227.79199,
5000.0,23.940952,-25.003292,-45.07268,3.9719467,4869.0,91.7123,-239.15544,
5000.0,10.431644,-24.199375,47.16553,-3.294693,4842.0,90.4234,-246.23482,
5000.0,6.7313294,-23.957308,50.14604,-3.112648,4840.0,90.899895,-250.56183,
5000.0,4.585193,-23.848646,50.14604,-3.112648,4840.0,90.899895,-250.56183,
5000.0,0.28328028,-23.75156,36.587257,-0.39121246,4840.0,92.59956,-252.16035,
5000.0,-1.9000769,-23.8824,36.587257,-0.39121246,4840.0,92.59956,-252.16035,
5000.0,-0.2055996,-24.099695,36.587257,-0.39121246,4840.0,106.98451,-258.99185,
5000.0,4.975577,-24.38175,-34.273632,1.5347977,4840.0,112.54988,-264.62015,
5000.0,6.575415,-24.460367,-34.807858,1.7329178,4840.0,112.84201,-265.37073,
5000.0,9.696724,-24.665909,-28.633379,2.1807938,4845.0,112.84201,-265.37073,
5000.0,10.757938,-24.759405,-23.594404,2.0781631,4842.0,112.84201,-265.37073,
5000.0,12.030594,-24.857138,-23.594404,2.0781631,4839.0,112.84201,-265.37073,
5000.0,14.237058,-24.997995,-7.9365273,0.45070648,4834.0,110.91364,-276.34845,
5000.0,15.167333,-25.002542,-7.9365273,0.45070648,4834.0,111.980675,-279.087,
5000.0,16.142694,-25.000795,-7.9365273,0.45070648,4829.0,113.742836,-282.70148,
5000.0,17.27894,-24.998909,-2.8031898,-0.015365601,4826.0,121.289604,-294.896,
5000.0,17.629213,-24.995226,-2.8031898,-0.015365601,4825.0,122.84685,-297.1769,
5000.0,17.748426,-24.993706,-2.6458485,-0.035240173,4825.0,122.84685,-297.1769,
5000.0,18.549526,-24.979424,-2.5767245,-0.036849976,4823.0,129.19547,-306.07812,
5000.0,18.917885,-24.973694,-2.5767245,-0.036849976,4821.0,129.19547,-306.07812,
5000.0,19.365095,-24.964947,-2.5767245,-0.036849976,4820.0,136.05185,-315.16858,
5000.0,19.628899,-24.959545,-2.4832973,-0.051712036,4820.0,138.09683,-317.7895,
5000.0,19.869614,-24.954157,-2.4832973,-0.051712036,4819.0,139.15205,-319.13535,
5000.0,20.16771,-24.94627,-2.4832973,-0.051712036,4819.0,140.82129,-321.23825,
5000.0,20.40381,-24.940102,-2.4832973,-0.051712036,4819.0,140.82129,-321.23825,
5000.0,20.751648,-24.932642,-2.4829457,-0.044654846,4819.0,147.26305,-329.14047,
5000.0,20.85828,-24.93049,-2.4804966,-0.05067444,4817.0,147.26305,-329.14047,
5000.0,20.944567,-24.929045,-2.4804966,-0.05067444,4817.0,147.26305,-329.14047,
5000.0,21.33248,-24.923077,-2.4585924,-0.031288147,4817.0,152.01941,-334.7933,
5000.0,21.432995,-24.921408,-2.4518375,-0.04193878,4817.0,153.10582,-336.0651,
5000.0,21.68896,-24.916105,-2.4590516,-0.045700073,4816.0,154.24675,-337.38913,
5000.0,22.9109,-24.890297,-2.4664445,-0.051246643,4759.0,244.0153,-349.7157,
5000.0,23.029232,-24.887108,-2.4664445,-0.051246643,4777.0,244.0153,-349.7157,
5000.0,23.154337,-24.883757,-2.4664445,-0.051246643,4777.0,244.0153,-349.7157,
5000.0,23.904,-24.865093,-2.4559593,-0.054130554,4777.0,239.96631,-357.93198,
5000.0,24.164976,-24.857958,-2.470864,-0.07311249,4828.0,239.96631,-357.93198,
5000.0,24.265816,-24.855232,-2.4589038,-0.065093994,4842.0,239.96631,-357.93198,
5000.0,25.02459,-24.833181,-2.4633508,-0.0671463,4725.0,208.29076,-373.0693,
5000.0,25.02473,-24.804014,-2.4772785,-0.06377411,4787.0,151.964,-444.54422,
5000.0,25.024652,-24.785242,-2.4660134,-0.08039856,4782.0,89.69876,-406.7106,
5000.0,25.024683,-24.782578,-2.4677598,-0.078315735,4782.0,89.69876,-406.7106,
5000.0,25.0246,-24.776255,-2.4677598,-0.078315735,4782.0,89.69876,-406.7106,
5000.0,25.024612,-24.770351,-2.4677598,-0.078315735,4890.0,248.38824,-384.68146,
5000.0,25.024479,-24.75674,-2.4677598,-0.078315735,4791.0,135.27956,-499.81757,
5000.0,25.024506,-24.750591,-2.4499998,-0.063308716,4746.0,135.27956,-499.81757,
