X, Y, Z, Dlugosc wektora
0.530944,0.6427502,0.61737424,1.0482429,
0.3931111,-0.39734045,0.8498791,1.0308752,
0.3931111,-0.39734045,0.8498791,1.0308752,
0.06192178,-0.49916977,0.88664174,1.0630871,
-0.34073246,-0.43269333,0.84510756,0.98816603,
-0.31785068,-0.4921209,0.8533493,1.0431384,
-0.31785068,-0.4921209,0.8533493,1.0431384,
-0.21385245,-0.10128711,1.0017014,1.0428133,
-0.21385245,-0.10128711,1.0017014,1.1577611,
-0.21385245,-0.10128711,1.0017014,1.1577611,
-0.13457955,0.7814507,0.5832142,0.96924824,
-0.13457955,0.7814507,0.5832142,0.97500575,
-0.13457955,0.7814507,0.5832142,0.97500575,
-0.13457955,0.7814507,0.5832142,0.97500575,
-0.13457955,0.7814507,0.5832142,0.97500575,
-0.13457955,0.7814507,0.5832142,0.97500575,
-0.13457955,0.7814507,0.5832142,1.0447276,
-0.13457955,0.7814507,0.5832142,1.0447276,
-0.13457955,0.7814507,0.5832142,0.99577236,
-0.13457955,0.7814507,0.5832142,0.99577236,
-0.13457955,0.7814507,0.5832142,0.99577236,
-0.13457955,0.7814507,0.5832142,0.98094994,
-0.16461867,0.92091024,0.42640355,1.0121095,
-0.16461867,0.92091024,0.42640355,1.0121095,
-0.16461867,0.92091024,0.42640355,1.0298523,
-0.16461867,0.92091024,0.42640355,1.0038409,
0.5848409,0.471408,0.7477244,1.0003524,
0.5848409,0.471408,0.7477244,1.0003524,
0.74902576,0.21363555,0.61108446,0.9906244,
0.74902576,0.21363555,0.61108446,1.0350124,
0.74902576,0.21363555,0.61108446,1.0350124,
0.80704355,0.04565511,0.5964444,1.0199208,
0.80704355,0.04565511,0.5964444,1.0199208,
0.8417458,-0.016049778,0.5752978,1.0015576,
0.8417458,-0.016049778,0.5752978,1.0015576,
0.7540142,-0.017242666,0.66378844,0.9978908,
0.7540142,-0.017242666,0.66378844,0.9978908,
0.7540142,-0.017242666,0.66378844,1.0944461,
0.7540142,-0.017242666,0.66378844,1.0662838,
0.7540142,-0.017242666,0.66378844,1.0662838,
-0.8792676,0.18337956,0.6162898,1.0600368,
-0.8792676,0.18337956,0.6162898,1.0600368,
-0.88946134,0.3169831,0.53463113,1.0537435,
-0.9157049,0.33531022,0.42911467,1.1199517,
-0.9157049,0.33531022,0.42911467,1.1199517,
-0.4930969,0.7639911,0.3234898,1.0476503,
-0.48030046,0.84749335,0.337696,1.0055016,
-0.31492266,0.8441316,0.28726932,1.0031959,
-0.31492266,0.8441316,0.28726932,1.0837458,
-0.31492266,0.8441316,0.28726932,1.009816,
-0.31492266,0.8441316,0.28726932,1.009816,
-0.31492266,0.8441316,0.28726932,1.007398,
0.6715964,0.6740907,0.38790578,1.0228472,
0.6715964,0.6740907,0.38790578,1.0228472,
0.67897063,0.5339804,0.41837868,0.97996765,
0.67897063,0.5339804,0.41837868,0.97996765,
0.6319058,0.2754489,0.82070756,1.0267988,
0.6319058,0.2754489,0.82070756,1.0267988,
0.465552,0.059102222,0.9025831,1.0035981,
0.465552,0.059102222,0.9025831,1.0035981,
0.465552,0.059102222,0.9025831,1.0355262,
0.465552,0.059102222,0.9025831,1.0402067,
0.465552,0.059102222,0.9025831,1.0473447,
0.465552,0.059102222,0.9025831,1.0473447,
-0.017568,0.032533333,0.994544,1.0332967,
-0.017568,0.032533333,0.994544,1.0332967,
-0.052053332,1.08444445E-4,1.0385724,1.0360051,
-0.052053332,1.08444445E-4,1.0385724,1.0360051,
-0.050643556,0.001952,1.033367,1.0397518,
-0.050643556,0.001952,1.033367,1.0397518,
-0.050860442,8.6755556E-4,1.0328249,1.0319264,
-0.050860442,8.6755556E-4,1.0328249,1.0368571,
-0.050860442,8.6755556E-4,1.0328249,1.0385311,
-0.050860442,8.6755556E-4,1.0328249,1.0385311,
-0.050860442,8.6755556E-4,1.0328249,1.0376016,
-0.050860442,8.6755556E-4,1.0328249,1.0376016,
-0.050860442,8.6755556E-4,1.0328249,1.0376016,
-0.050860442,8.6755556E-4,1.0328249,1.0346527,
-0.050860442,8.6755556E-4,1.0328249,1.0346527,
-0.050860442,8.6755556E-4,1.0328249,1.0346527,
-0.050426666,-9.76E-4,1.0385724,1.0401112,
-0.050426666,-9.76E-4,1.0385724,1.0362712,
-0.050426666,-9.76E-4,1.0385724,1.037001,
-0.050426666,-9.76E-4,1.0385724,1.037001,
